,ID,Equation,Name,Superclass,Base class,React,Prod,ReactStr,ProdStr,AtomicRegulon,Pathway
524,RNTR3c2,ctp_c + 2.0 flxr_c + 2.0 h_c --> dctp_c + 2.0 flxso_c + h2o_c,Ribonucleoside-triphosphate reductase (CTP) (flavodoxin),U;U;SS,SS,U,U,0U3;-1U4;-2U3;-3U3;-4U3;-5U3;-2S2;-6U2;-3D2;-2D2;-3S2;-7U2;-8U2;-4S2;-9U2;-4D2;-5S2;-10U2;-5D2;-6S2;-11U2;-6D2;-7S2;-12U2;-7D2;-8S2;-13U2;-8D1;-9S1;-14U1;-1S1;-1D1,0U2;-1U3;-2U3;-2S3;-3U3;-3S3;-4U3;-4S3;-5U2;-5S2;-2D2;-1D2;-6U2;-6S2;-1S2;-7U2;-7S2;-8U2;-8S2;-9U2;-9S2;-3D2;-10U2;-10S2;-4D2;-11U2;-11S2;-5D2;-12U2;-12S2;-6D1;-13U1;-13S1;0D1;0S1,,
525,RNTR4c2,2.0 flxr_c + 2.0 h_c + utp_c --> dutp_c + 2.0 flxso_c + h2o_c,Ribonucleoside-triphosphate reductase (UTP) (flavodoxin),U;U;SS,SS,U,U,-1U3;-2U2;-3U2;-4U2;-5U2;-2S2;-6U2;-3D2;-2D2;-3S2;-7U2;-8U2;-4S2;-9U2;-4D2;-5S2;-10U2;-5D2;-6S2;-11U2;-6D2;-7S2;-12U2;-7D2;-8S2;-13U2;-8D1;-9S1;-14U1;0U2;-1S1;-1D1,-2U3;-2S2;-1U2;-3U2;-3S2;-4U2;-4S2;-5U2;-5S2;-2D2;-1D2;-6U2;-6S2;-1S2;-7U2;-7S2;-8U2;-8S2;-9U2;-9S2;-3D2;-10U2;-10S2;-4D2;-11U2;-11S2;-5D2;-12U2;-12S2;-6D1;-13U1;-13S1;0U1;0D1;0S1,,
526,5MTRtpp,5mtr_c + h_c --> 5mtr_p + h_p,5-Methylthio-D-ribose transport via proton symport (periplasm),U;U;DS,DS,U,U,0U1;-1U1;0D1,0U2;-1U1;0D1,,
527,I2FE2SS,fadh2_c + 2.0 fe2_c + 2.0 iscssh_c + iscu_c --> fad_c + 6.0 h_c + 2.0 iscs_c + iscu_2fe2s_c,ISC [2Fe-2S] Synthesis,U;U;SS,SS,U,U,-2U2;-3U2;-4U2;-5U2;-6U2;-7U2;-2S1;-8U1;-1U2;-1S1;0U1,-1U3;-2U2;-3U2;-4U2;-3S2;-4S2;-5U2;-5S2;-6U2;-6S2;-2S2;-7U1;-7S1;0U2;-1S1,,
528,I2FE2ST,4.0 h_c + iscu_2fe2s_c --> 2fe2s_c + iscu_c,ISC [2Fe-2S] Transfer,U;U;SS,SS,U,U,-3U2;-4U2;-5U2;-6U2;-7U2;-8U2;-3S1;-9U1;-2U2;-2S2;-1U2;-1S1;0U1,-2U2;-3U2;-4U2;-5U2;-4S2;-5S2;-6U2;-6S2;-7U2;-7S2;-3S2;-8U1;-8S1;-1U2;-2S2;0U1;-1S1,,
529,I2FE2SS2,fadh2_c + 2.0 fe2_c + 2.0 iscssh_c + iscu_2fe2s_c --> fad_c + 6.0 h_c + 2.0 iscs_c + iscu_2fe2s2_c,ISC [2Fe-2S] Synthesis II,U;U;SS,SS,U,U,-2U3;-3U3;-4U3;-5U3;-6U3;-7U3;-2S2;-8U2;-1U3;-1S2;0U2,-1U4;-2U3;-3U3;-4U3;-3S3;-4S3;-5U3;-5S3;-6U3;-6S3;-2S3;-7U2;-7S2;0U3;-1S2,,
530,I4FE4ST,4.0 h_c + iscu_4fe4s_c --> 4fe4s_c + iscu_c,ISC [4Fe-4S] Transfer,U;U;SS,SS,U,U,-3U1;-4U1;-5U1;-6U1;-7U1;-8U1;-3S1;-9U1;-2U1;-2S1;-1U1,-2U1;-3U1;-4U1;-5U1;-4S1;-5S1;-6U1;-6S1;-7U1;-7S1;-3S1;-8U1;-8S1;-1U1;-2S1,,
531,BTS5,2fe2s_c + amet_c + dtbt_c --> 2fe1s_c + btn_c + dad_5_c + h_c + met__L_c,Biotin synthase,U;U;SU,SU,U,U,-1U2;0U2;-2U2;-3U1;-4U1;-5U1;-6U1;-7U1;-8U1;-3S1;-9U1;-2S1;-1S1,U1;-1U2;-2U2;-3U1;-4U1;-5U1;-4S1;-5S1;-6U1;-6S1;-7U1;-7S1;-3S1;-8U1;-8S1;-2S1;0U1;-1S1,,
532,LIPOS,4fe4s_c + 2.0 amet_c + h_c + nad_c + octapb_c --> 2fe2s_c + 2.0 dad_5_c + 2.0 fe2_c + lipopb_c + 2.0 met__L_c + nadh_c,Lipoate synthase,U;U;DS,DS,U,U,-1U3;0U1;-2U3;-3U2;-4U2;-5U2;-6U2;-7U2;-8U2;-3S2;-9U2;-2S2;-4S1;-10U1,U1;-1U4;-2U3;-3U2;-4U2;-5U2;-4S2;-5S2;-6U2;-6S2;-7U2;-7S2;-3S2;-8U2;-8S2;-2S2;-9U1;-9S1,,
533,MPTSS,atp_c + h_c + moadcoo_c --> moadamp_c + ppi_c,Molybdopterin synthase sulfurylase,U;U;DD,DD,U,U,-1U2;0U1;-3U1;-4U1;-5U1;-6U1;-7U1;-8U1;-3S1;-9U1;-2U1;-2S1,-1U2;0U1;-2U1;-3U1;-4U1;-5U1;-4S1;-5S1;-6U1;-6S1;-7U1;-7S1;-3S1;-8U1;-8S1;-2S1,,
534,CPMPS,gtp_c + h2o_c --> cpmp_c + ppi_c,Cyclic pyranopterin monophosphate synthase,U;U;DU,DU,U,U,-1U1;0U1,-1U1;0U1,,
535,LIPOCT,h_c + ocACP_c --> ACP_c + octapb_c,Lipoyl(octanoyl) transferase,U;U;DU,DU,U,U,-1U2;-2U2;-3U2;-4U1;-5U1;-6U1;-7U1;-8U1;-9U1;-4S1;-10U1;-3S1;-5S1;-11U1,-2S1;-1U2;-2U2;-3U1;-4U1;-5U1;-6U1;-5S1;-6S1;-7U1;-7S1;-8U1;-8S1;-4S1;-9U1;-9S1;-3S1;-10U1;-10S1,,
536,MOGDS,gtp_c + h_c + moco_c --> mocogdp_c + ppi_c,Molybdopterin guanine dinucleotide synthase,U;U;DU,DU,U,U,-1U1;0U1,-1U1;0U1,,
537,SHCHCS3,2sephchc_c --> 2shchc_c + pyr_c,"2-succinyl-6-hydroxy-2,4-cyclohexadiene 1-carboxylate synthase",U;U;DS,DS,U,U,-1U18;-2U9;-3U8;-4U5;-1S1;-5U5;-2S4;-6U4;-3D3;-2D3;-3S3;-7U3;-8U1;-4S1;-9U1;-4D1;-5S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1,U1;-1U10;-1S6;-2U8;-2S6;-3U5;-3S5;-4U5;-4S5;-5U4;-5S4;-2D3;-1D3;-6U3;-6S3;-7U1;-7S1;-8U1;-8S1;-9U1;-9S1;-3D1;-10U1;-10S1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1,,
538,VPAMTr,3mob_c + ala__L_c <=> pyr_c + val__L_c,Valine-pyruvate aminotransferase,U;U;SU,SU,U,U,U1;-1U20;0U2;-2U10;-3U9;-4U6;-1S2;-5U6;-2S4;-6U5;-3D3;-2D3;-3S3;-7U4;-8U1;-4S1;-9U1;-4D1;-5S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1,U2;-1U11;0U3;-1S7;-2U9;-2S7;-3U6;-3S6;-4U6;-4S6;-5U5;-5S5;-2D3;-1D3;-6U4;-6S4;-7U1;-7S1;-8U1;-8S1;-9U1;-9S1;-3D1;-10U1;-10S1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1,,
539,DM_4crsol_c,4crsol_c --> ,Sink needed to allow p-Cresol to leave system,U;U;SS,SS,U,U,0U2;-1U1;-2U1;-3U1;-4U1;-5U1;0S1;-6U1;-1D1;-2S1;-1S1;-7U1;-2D1;-3S1;-8U1;-3D1;-4S1;-9U1;-4D1;-5S1;-10U1;-5D1;-6S1;-11U1,0U2;-1U1;-1S1;-2U1;-2S1;-3U1;-3S1;-4U1;-4S1;0S1;-5U1;-5S1;-6U1;-6S1;-7U1;-7S1;-1D1;-8U1;-8S1;-2D1;-9U1;-9S1;-3D1;-10U1;-10S1,,
540,PYDXNtex,pydxn_e <=> pydxn_p,Pyridoxine transport via diffusion (extracellular),U;U;SS,SS,U,U,-3U1;-4U1;-5U1;-6U1;-3S1;-7U1,-3U1;-4U1;-4S1;-5U1;-5S1;-3S1;-6U1;-6S1,,
541,PYDXNtpp,pydxn_p --> pydxn_c,Pyridoxine import,U;U;SS,SS,U,U,-2U1;-3U1;-4U1;-5U1;-2S1;-6U1,-2U1;-3U1;-3S1;-4U1;-4S1;-2S1;-5U1;-5S1,,
542,ACPPAT160,h_c + palmACP_c + pi_c --> ACP_c + hdcap_c,Acyl-(acyl carrier protein):phosphate acyltransferase (C16:0),U;U;SS,SS,U,U,-2U1;-3U2;-4U2;-5U2;-6U2;-7U2;-1U1;-8U1,-2U1;-3U2;-4U2;-4S1;-5U2;-5S2;-6U2;-6S2;-1U1;-7U1;-7S1,,
543,OMPHHXy,2omph_c + h_c + nadph_c + o2_c --> 2ombzl_c + h2o_c + nadp_c,2-octaprenyl-6-methoxyphenol hydroxylase (NADPH),U;U;DS,DS,U,U,-1U1;-3U1,-2U1;-3U1;-3S1,,
544,ACPPAT181,h_c + octeACP_c + pi_c --> ACP_c + ocdceap_c,Acyl-(acyl carrier protein):phosphate acyltransferase (C18:1),U;U;DS,DS,U,U,-1U1;-3U1;-4U1;-5U1;-6U1;-7U1;-8U1,-1U1;-3U1;-4U1;-5U1;-5S1;-6U1;-6S1;-7U1;-7S1,,
545,AI2K,atp_c + dhptd_c --> adp_c + dhptdp_c + h_c,Autoinducer-2 kinase,;U;UU,UU,,U,,0S1,,
546,DHNPA2r,dhnpt_c <=> 6hmhpt_c + gcald_c,Dihydroneopterin aldolase reversible,D;D;SS,SS,D,D,-2D1,-1D1,,
547,PYK2,h_c + pep_c + udp_c --> pyr_c + utp_c,Pyruvate kinase(2),U;U;SS,SS,U,U,U1;-1U21;-2U12;-3U11;-4U7;-1S3;-5U7;-6U6;0U1;-1D5;-2D6;-2S5;0D4;0S4;-3D4;-3S4;-7U4;-8U2;-4S2;-9U2;-4D2;-5S2;-10U2;-5D2;-6S2;-11U2;-6D2;-7S2;-12U2;-7D2;-8S2;-13U2;-8D2;-9S2;-14U2;-9D1;-10S1;-15U1,U1;-1U14;-1S7;-2U11;-2S7;0U2;-3U7;-3S7;-4U7;-4S7;-5U6;-5S6;-1D6;0D4;-2D4;-6U4;-6S4;-7U2;-7S2;-8U2;-8S2;-9U2;-9S2;-3D2;-10U2;-10S2;-4D2;-11U2;-11S2;-5D2;-12U2;-12S2;-6D2;-13U2;-13S2;-7D1;-14U1;-14S1,,
548,PYK3,gdp_c + h_c + pep_c --> gtp_c + pyr_c,Pyruvate kinase(3),U;U;SS,SS,U,U,U1;-1U26;-2U15;-3U11;-4U7;-1S1;-5U6;0U2;-2S6;-6U5;-3D4;-2D4;-3S4;-7U4;-8U2;-4S2;-9U2;-4D2;-5S2;-10U2;-5D2;-6S2;-11U2;-6D2;-7S2;-12U2;-7D2;-8S2;-13U2;-8D2;-9S2;-14U2;-9D1;-10S1;-15U1,U1;-1U17;-1S7;-2U14;-2S7;0U2;-3U7;-3S7;-4U6;-4S6;-5U5;-5S5;-2D4;-1D4;-6U4;-6S4;-7U2;-7S2;-8U2;-8S2;-9U2;-9S2;-3D2;-10U2;-10S2;-4D2;-11U2;-11S2;-5D2;-12U2;-12S2;-6D2;-13U2;-13S2;-7D1;-14U1;-14S1,,
549,SEPHCHCS,akg_c + h_c + ichor_c --> 2sephchc_c + co2_c,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase,U;U;DS,DS,U,U,U1;0U18;-1U9;-2U9;-3U9;-4U8;-5U7;0S6;-6U6;-1D5;-2S6;-1S5;-7U6;-2D3;-3S4;-8U4;-3D3;-4S3;-9U3;-4D3;-5S3;-10U3;-5D3;-6S3;-11U3;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1;-9D1;-10S1;-15U1,0U18;-1U9;-1S7;-2U9;-2S9;-3U8;-3S8;-4U7;-4S7;0S5;-5U6;-5S6;-6U6;-6S6;-7U4;-7S4;-1D2;-8U3;-8S3;-2D3;-9U3;-9S3;-3D3;-10U3;-10S3;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1;-7D1;-14U1;-14S1,,
550,DHNCOAS,h_c + sbzcoa_c --> 14dhncoa_c + h2o_c,"1,4-dihydroxy-2-napthoyl-CoA synthase",U;U;DS,DS,U,U,-3D2;-1U1;-2U1;-3U1;-4U1;-1S1;-5U1;-2S1;-6U1;-2D1;-3S1;-7U1;-8U1;-4S1;-9U1;-4D1;-5S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1,0U1;-1U1;-1S1;-2U1;-2S1;-3U1;-3S1;-4U1;-4S1;-5U1;-5S1;-2D1;-1D1;-6U1;-6S1;-7U1;-7S1;-8U1;-8S1;-9U1;-9S1;-3D1;-10U1;-10S1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1,,
551,DHNCOAT,14dhncoa_c + h2o_c --> coa_c + dhna_c + h_c,"1,4-dihydroxy-2-napthoyl-CoA thioesterase",D;;DS,DS,D,,-2D1,,,
552,PIt2rpp,h_p + pi_p --> h_c + pi_c,Phosphate reversible transport via symport (periplasm),;;SS,SS,,,,,,
553,PAI2I,dhptdp_c --> dhptdd_c,Phospho-AI-2 isomerase,;U;UU,UU,,U,,0S1,,
554,CBL1tonex,cbl1_e + h_p --> cbl1_p + h_c,Cob(1)alamin transport via ton system (extermal),U;U;DS,DS,U,U,-3U1;-3S1;-3D1;-4U1;-5U1;-6U1;-7U1;-8U1;-4D1;-9U1;-5S1;-4S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1;-9D1;-10S1;-15U1;-10D1;-11S1;-16U1;-11D1;-12S1;-17U1;-12D1;-13S1;-18U1,-3U1;-4S1;-4U1;-5U1;-5S1;-6U1;-6S1;-3D1;-7U1;-7S1;-3S1;-8U1;-8S1;-9U1;-9S1;-10U1;-10S1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1;-7D1;-14U1;-14S1;-8D1;-15U1;-15S1;-9D1;-16U1;-16S1;-10D1;-17U1;-17S1,,
555,4HTHRA,4hthr_c <=> gcald_c + gly_c,4-hydroxy-L-threonine aldolase,U;U;DS,DS,U,U,U1;0U1;-2D1,0U1;-1U1;-1D1,,
556,I2FE2SR,2fe1s_c + iscssh_c + iscu_c --> 4.0 h_c + iscs_c + iscu_2fe2s_c,ISC [2Fe-2S] regeneration,U;U;SS,SS,U,U,-2U7;-3U7;-4U7;-5U7;-6U7;-7U7;-2S6;-8U6;-1U7;-1S3;0U3;-9U5;-4S1;-10U1;-3S5,-1U8;-2U7;-3U7;-4U7;-3S7;-4S7;-5U7;-5S7;-6U7;-6S7;-2S7;-7U6;-7S6;0U5;-1S3;-8U5;-8S5;-9U1;-9S1,,
557,GAPP,g3p_c + h2o_c --> glyald_c + pi_c,Glyceraldehyde-3-phosphate phosphatase,U;U;SU,SU,U,U,0S2;-1U2;-2U2;-3S2;-1S2;-3U2;-4U2;-5U2;-4S1;-2S1;-6U1,0S1;-2U3;-1U2;-2S2;-1S2;-3U2;-3S2;-4U2;-4S2;-5U1;-5S1,,
558,TYRL,amet_c + nadph_c + tyr__L_c --> 4crsol_c + dad_5_c + dhgly_c + h_c + met__L_c + nadp_c,Tyrosine lyase,U;U;SU,SU,U,U,U1;-1U2;0U3;-2U2;-3U1;-4U1;-5U1;0S1;-6U1;-1D1;-2S1;-1S1;-7U1;-2D1;-3S1;-8U1;-3D1;-4S1;-9U1;-4D1;-5S1;-10U1;-5D1;-6S1;-11U1,U1;0U2;-1U2;-1S1;-2U2;-2S1;-3U1;-3S1;-4U1;-4S1;0S1;-5U1;-5S1;-6U1;-6S1;-7U1;-7S1;-1D1;-8U1;-8S1;-2D1;-9U1;-9S1;-3D1;-10U1;-10S1,,
559,THZPSN3,atp_c + dhgly_c + dxyl5p_c + h_c + iscssh_c + nadph_c --> 4mpetz_c + amp_c + co2_c + 2.0 h2o_c + iscs_c + nadp_c + ppi_c,Thiazole phosphate synthesis,U;U;SU,SU,U,U,0U5;-1U4;-2U4;-3U4;0S2;-4U4;-5U3;-6U3;-7U3;-2S2;-8U2;-1S2;-1D1;-2D1;-3S1;-3D1;-4S1;-9U1;-4D1;-5S1;-10U1;-5D1;-6S1;-11U1,0U5;-1U5;-1S3;-2U4;-2S4;0S2;-3U4;-3S4;-4U3;-4S3;-5U3;-5S3;-6U3;-6S3;-7U2;-7S2;-1D1;-8U1;-8S1;-2D1;-9U1;-9S1;-3D1;-10U1;-10S1,,
560,PAI2T,coa_c + dhptdd_c --> accoa_c + dhap_c,"3-hydroxy-2,4-pentadione 5-phosphate thiolase",U;U;UU,UU,U,U,-1U10;-2U8;-3U8;-2D3;-1D1;-3S3;-4U3;-5U2;-6U2;-1S1;-7U2;-2S2;-8U1;-3D1;-4S2;-9U1;-4D1;-5S2;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1,-1S3;-2S9;-1U9;-2U8;-1D3;-2D2;-4S3;-4U3;-3U2;-3S2;-5U2;-5S2;-6U2;-6S2;-7U1;-7S1;-8U1;-8S1;-9U1;-9S1;-3D1;-10U1;-10S1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;0S1,,
561,4HTHRK,4hthr_c + atp_c --> adp_c + h_c + phthr_c,4-Hydroxy-L-threonine kinase,U;U;DU,DU,U,U,-1U3;-2U2;-3U2;-4U2;-5U2;-1S1;0U2;-2D1,-1U4;-2U2;-3U2;-3S2;-4U2;-4S2;-2S2;-1S1;0U1;-1D1,,
562,MOCDS,ctp_c + h_c + moco_c --> mococdp_c + ppi_c,Molybdopterin cytidine dinucleotide synthase,U;U;DD,DD,U,U,0U1;-1U1;-2U1;-3U1;-4U1;-5U1,0U1;-1U1;-2U1;-2S1;-3U1;-3S1;-4U1;-4S1,,
563,BIOMASS_Ec_iML1515_core_75p37M,0.000223 10fthf_c + 2.6e-05 2fe2s_c + 0.000223 2ohph_c + 0.00026 4fe4s_c + 0.513689 ala__L_c + 0.000223 amet_c + 0.295792 arg__L_c + 0.241055 asn__L_c + 0.241055 asp__L_c + 75.55223 atp_c + 2e-06 btn_c + 0.005205 ca2_c + 0.005205 cl_c + 0.000576 coa_c + 2.5e-05 cobalt2_c + 0.133508 ctp_c + 0.000709 cu2_c + 0.09158 cys__L_c + 0.026166 datp_c + 0.027017 dctp_c + 0.027017 dgtp_c + 0.026166 dttp_c + 0.000223 fad_c + 0.006715 fe2_c + 0.007808 fe3_c + 0.26316 gln__L_c + 0.26316 glu__L_c + 0.612638 gly_c + 0.215096 gtp_c + 70.028756 h2o_c + 0.094738 his__L_c + 0.290529 ile__L_c + 0.195193 k_c + 0.019456 kdo2lipid4_e + 0.450531 leu__L_c + 0.343161 lys__L_c + 0.153686 met__L_c + 0.008675 mg2_c + 0.000223 mlthf_c + 0.000691 mn2_c + 7e-06 mobd_c + 0.013894 murein5px4p_p + 0.001831 nad_c + 0.000447 nadp_c + 0.013013 nh4_c + 0.000323 ni2_c + 0.063814 pe160_p + 0.075214 pe161_p + 0.185265 phe__L_c + 0.000223 pheme_c + 0.221055 pro__L_c + 0.000223 pydx5p_c + 0.000223 ribflv_c + 0.215792 ser__L_c + 0.000223 sheme_c + 0.004338 so4_c + 9.8e-05 succoa_c + 0.000223 thf_c + 0.000223 thmpp_c + 0.253687 thr__L_c + 0.056843 trp__L_c + 0.137896 tyr__L_c + 5.5e-05 udcpdp_c + 0.144104 utp_c + 0.423162 val__L_c + 0.000341 zn2_c --> 75.37723 adp_c + 75.37723 h_c + 75.37323 pi_c + 0.773903 ppi_c,E. coli biomass objective function (iML1515) - core - with 75.37 GAM estimate,U;U;SS,SS,U,U,U15;S1;0U66;-1U44;-2U39;-3U39;-4U36;-5U34;-1D16;0D3;0S19;-6U31;-2S29;-1S27;-7U28;-2D17;-3S24;-8U23;-3D14;-4S16;-9U20;-4D12;-5S12;-10U14;-5D11;-6S11;-11U11;-6D9;-7S9;-12U9;-7D7;-8S7;-13U7;-8D6;-9S6;-14U6;-9D2;-10S2;-15U2,0U74;-1U45;-1S32;-2U41;-2S38;-3U38;-3S37;-4U34;-4S34;0S19;-5U31;-5S31;-6U28;-6S28;-7U23;-7S23;0D7;-1D13;-8U20;-8S20;-2D12;-9U14;-9S14;-3D11;-10U11;-10S11;-4D9;-11U9;-11S9;-5D7;-12U7;-12S7;-6D6;-13U6;-13S6;-7D2;-14U2;-14S2,,
564,BIOMASS_Ec_iML1515_WT_75p37M,0.000223 10fthf_c + 0.000223 2dmmql8_c + 2.5e-05 2fe2s_c + 0.000248 4fe4s_c + 0.000223 5mthf_c + 0.000279 accoa_c + 0.000223 adocbl_c + 0.499149 ala__L_c + 0.000223 amet_c + 0.28742 arg__L_c + 0.234232 asn__L_c + 0.234232 asp__L_c + 75.55223 atp_c + 2e-06 btn_c + 0.004952 ca2_c + 0.000223 chor_c + 0.004952 cl_c + 0.002944 clpn160_p + 0.00229 clpn161_p + 0.00118 clpn181_p + 0.000168 coa_c + 2.4e-05 cobalt2_c + 0.008151 colipa_e + 0.129799 ctp_c + 0.000674 cu2_c + 0.088988 cys__L_c + 0.024805 datp_c + 0.025612 dctp_c + 0.025612 dgtp_c + 0.024805 dttp_c + 0.000223 enter_c + 0.000223 fad_c + 0.006388 fe2_c + 0.007428 fe3_c + 0.255712 gln__L_c + 0.255712 glu__L_c + 0.595297 gly_c + 0.154187 glycogen_c + 0.000223 gthrd_c + 0.209121 gtp_c + 70.028756 h2o_c + 0.000223 hemeO_c + 0.092056 his__L_c + 0.282306 ile__L_c + 0.18569 k_c + 0.437778 leu__L_c + 3e-06 lipopb_c + 0.333448 lys__L_c + 3.1e-05 malcoa_c + 0.149336 met__L_c + 0.008253 mg2_c + 0.000223 mlthf_c + 0.000658 mn2_c + 7e-06 mobd_c + 7e-06 mococdp_c + 7e-06 mocogdp_c + 0.000223 mql8_c + 0.001345 murein3p3p_p + 0.000605 murein3px4p_p + 0.005381 murein4p4p_p + 0.005448 murein4px4p_p + 0.000673 murein4px4px4p_p + 0.001787 nad_c + 4.5e-05 nadh_c + 0.000112 nadp_c + 0.000335 nadph_c + 0.012379 nh4_c + 0.000307 ni2_c + 0.044164 pe160_p + 0.03435 pe161_p + 0.017704 pe181_p + 0.010599 pg160_p + 0.008244 pg161_p + 0.004249 pg181_p + 0.180021 phe__L_c + 0.000223 pheme_c + 0.214798 pro__L_c + 0.03327 ptrc_c + 0.000223 pydx5p_c + 0.000223 q8h2_c + 0.000223 ribflv_c + 0.209684 ser__L_c + 0.000223 sheme_c + 0.004126 so4_c + 0.006744 spmd_c + 9.8e-05 succoa_c + 0.000223 thf_c + 0.000223 thmpp_c + 0.246506 thr__L_c + 0.055234 trp__L_c + 0.133993 tyr__L_c + 5.5e-05 udcpdp_c + 0.140101 utp_c + 0.411184 val__L_c + 0.000324 zn2_c --> 75.37723 adp_c + 75.37723 h_c + 75.37323 pi_c + 0.749831 ppi_c,E. coli biomass objective function (iML1515) - WT - with 75.37 GAM estimate,U;U;DS,DS,U,U,U16;S1;D2;0U88;-1U56;-2U54;-3U49;-4U46;0D6;-5U43;-1D24;0S23;-6U39;-2S36;-1S33;-7U34;-2D22;-3S30;-8U28;-3D17;-4S20;-9U24;-4D14;-5S15;-10U17;-5D13;-6S13;-11U13;-6D11;-7S11;-12U11;-7D9;-8S9;-13U9;-8D6;-9S6;-14U6;-9D2;-10S2;-15U2,0U91;-1S41;-1U62;-2U57;-2S51;-3U50;-3S47;0D13;-4U43;-4S43;0S25;-5U39;-5S39;-6U34;-6S34;-7U28;-7S28;-1D18;-8U24;-8S24;-2D15;-9U17;-9S17;-3D14;-10U13;-10S13;-4D11;-11U11;-11S11;-5D9;-12U9;-12S9;-6D6;-13U6;-13S6;-7D2;-14U2;-14S2,,
565,DHPTDCs2,dhptd_c --> mdhdhf_c,"4,5-dihydroxy-2,3-pentanedione cyclization (spontaneous)",;U;SS,SS,,U,,0S1,,
566,COLIPAabctex,atp_c + colipa_p + h2o_c --> adp_c + colipa_e + h_c + pi_c,Core oligosaccharide lipid A transport via ABC system (periplasm to extracellular),D;D;DS,DS,D,D,0D1;0S1;-1D3;-1U2;-1S2;-2U1;-3U1;-4U1;-5U1;-6U1;-2D1;-7U1;-3S1;-2S1;-8U1;-3D1;-4S1;-9U1;-4D1;-5S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1;-9D1;-10S1;-15U1;-10D1;-11S1;-16U1,0D1;-1U1;-2S1;-2U1;-3U1;-3S1;-4U1;-4S1;-1D1;-5U1;-5S1;-1S1;-6U1;-6S1;-7U1;-7S1;-8U1;-8S1;-2D1;-9U1;-9S1;-3D1;-10U1;-10S1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1;-7D1;-14U1;-14S1;-8D1;-15U1;-15S1,,
567,DM_mththf_c,mththf_c --> ,"Sink needed to allow (2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran to leave system",;U;SS,SS,,U,,0S1,,
568,MPTS,cpmp_c + cu2_c + 2.0 moadcosh_c --> 5.0 h_c + 2.0 moadcoo_c + mpt_c,Molybdopterin synthase,U;U;DU,DU,U,U,-1U1;0U1,-1U1;0U1,,
569,MOCOS,2.0 h_c + mobd_c + mptamp_c --> amp_c + cu2_c + h2o_c + moco_c,Molybdenum cofactor synthase,U;U;DD,DD,U,U,-2U5;-1U7;-3U3;-4U3;-5U3;-6U3;-1S4;-2D2;-1D3;-7U2;-3S2;-2S2;-8U2;-3D2;-4S2;-9U2;-4D2;-5S2;-10U2;-5D2;-6S2;-11U2;-6D2;-7S2;-12U2;-7D2;-8S2;-13U2;-8D2;-9S2;-14U2;-9D2;-10S2;-15U2;-10D2;-11S2;-16U2,-2U5;-1U5;-3U3;-3S3;-4U3;-4S3;-5U3;-5S3;-2S2;-1S2;-6U2;-6S2;-7U2;-7S2;-8U2;-8S2;-1D2;-2D2;-9U2;-9S2;-3D2;-10U2;-10S2;-4D2;-11U2;-11S2;-5D2;-12U2;-12S2;-6D2;-13U2;-13S2;-7D2;-14U2;-14S2;-8D2;-15U2;-15S2,,
