,id,value
25568,MG2tpp_fflxcmp5,0.0
25569,MG2tpp_fflxcmp6,0.0
25570,5MTRtex_rflxcmp0,7.874015748031496
25571,5MTRtex_fflxcmp0,7.874015748031496
25572,5MTRtex_rflxcmp1,15.748031496062993
25573,5MTRtex_fflxcmp1,15.748031496062993
25574,5MTRtex_rflxcmp2,31.496062992125985
25575,5MTRtex_fflxcmp2,31.496062992125985
25576,5MTRtex_rflxcmp3,62.99212598425197
25577,5MTRtex_fflxcmp3,62.99212598425197
25578,5MTRtex_rflxcmp4,125.98425196850394
25579,5MTRtex_fflxcmp4,125.98425196850394
25580,5MTRtex_rflxcmp5,251.96850393700788
25581,5MTRtex_fflxcmp5,251.96850393700788
25582,5MTRtex_rflxcmp6,503.93700787401565
25583,5MTRtex_fflxcmp6,503.9344667348157
25584,NI2t3pp_fflxcmp0,0.0
25585,NI2t3pp_fflxcmp1,0.0
25586,NI2t3pp_fflxcmp2,0.0
25587,NI2t3pp_fflxcmp3,0.0
25588,NI2t3pp_fflxcmp4,0.0
25589,NI2t3pp_fflxcmp5,0.0
25590,NI2t3pp_fflxcmp6,0.0
25591,PPAtex_rflxcmp0,7.874015748031496
25592,PPAtex_fflxcmp0,7.874015748031496
25593,PPAtex_rflxcmp1,15.748031496062993
25594,PPAtex_fflxcmp1,15.748031496062993
25595,PPAtex_rflxcmp2,31.496062992125985
25596,PPAtex_fflxcmp2,31.496062992125985
25597,PPAtex_rflxcmp3,62.99212598425197
25598,PPAtex_fflxcmp3,62.99212598425197
25599,PPAtex_rflxcmp4,125.98425196850394
25600,PPAtex_fflxcmp4,125.98425196850394
25601,PPAtex_rflxcmp5,251.96850393700788
25602,PPAtex_fflxcmp5,251.96850393700788
25603,PPAtex_rflxcmp6,503.93700787401576
25604,PPAtex_fflxcmp6,503.93700787401565
25605,GALCTNLt2pp_fflxcmp0,0.0
25606,GALCTNLt2pp_fflxcmp1,0.0
25607,GALCTNLt2pp_fflxcmp2,0.0
25608,GALCTNLt2pp_fflxcmp3,0.0
25609,GALCTNLt2pp_fflxcmp4,0.0
25610,GALCTNLt2pp_fflxcmp5,0.0
25611,GALCTNLt2pp_fflxcmp6,0.0
25612,GALCTLO_fflxcmp0,0.0
25613,GALCTLO_fflxcmp1,0.0
25614,GALCTLO_fflxcmp2,0.0
25615,GALCTLO_fflxcmp3,0.0
25616,GALCTLO_fflxcmp4,0.0
25617,GALCTLO_fflxcmp5,0.0
25618,GALCTLO_fflxcmp6,0.0
25619,THYMt3pp_fflxcmp0,0.0
25620,THYMt3pp_fflxcmp1,0.0
25621,THYMt3pp_fflxcmp2,0.0
25622,THYMt3pp_fflxcmp3,0.0
25623,THYMt3pp_fflxcmp4,0.0
25624,THYMt3pp_fflxcmp5,0.0
25625,THYMt3pp_fflxcmp6,0.0
25626,CLt3_2pp_fflxcmp0,0.0
25627,CLt3_2pp_fflxcmp1,0.0
25628,CLt3_2pp_fflxcmp2,0.0
25629,CLt3_2pp_fflxcmp3,0.0
25630,CLt3_2pp_fflxcmp4,0.0
25631,CLt3_2pp_fflxcmp5,0.0
25632,CLt3_2pp_fflxcmp6,0.000932956800002409
25633,EX_ppal_e_fflxcmp0,0.0
25634,EX_ppal_e_fflxcmp1,0.0
25635,EX_ppal_e_fflxcmp2,0.0
25636,EX_ppal_e_fflxcmp3,0.0
25637,EX_ppal_e_fflxcmp4,0.0
25638,EX_ppal_e_fflxcmp5,0.0
25639,EX_ppal_e_fflxcmp6,0.0
25640,POR5_rflxcmp0,7.874015748031496
25641,POR5_fflxcmp0,7.874015748031496
25642,POR5_rflxcmp1,15.748031496062993
25643,POR5_fflxcmp1,15.748031496062993
25644,POR5_rflxcmp2,31.496062992125985
25645,POR5_fflxcmp2,31.496062992125985
25646,POR5_rflxcmp3,62.99212598425197
25647,POR5_fflxcmp3,62.99212598425197
25648,POR5_rflxcmp4,125.98425196850394
25649,POR5_fflxcmp4,125.98425196850394
25650,POR5_rflxcmp5,251.96850393700788
25651,POR5_fflxcmp5,251.96850393700777
25652,POR5_rflxcmp6,503.8965169460157
25653,POR5_fflxcmp6,503.93700787401576
25654,HACD8_rflxcmp0,7.874015748031496
25655,HACD8_fflxcmp0,7.874015748031496
25656,HACD8_rflxcmp1,15.748031496062993
25657,HACD8_fflxcmp1,15.748031496062993
25658,HACD8_rflxcmp2,31.496062992125985
25659,HACD8_fflxcmp2,31.496062992125985
25660,HACD8_rflxcmp3,62.99212598425197
25661,HACD8_fflxcmp3,62.99212598425197
25662,HACD8_rflxcmp4,125.98425196850394
25663,HACD8_fflxcmp4,125.98425196850394
25664,HACD8_rflxcmp5,251.96850393700788
25665,HACD8_fflxcmp5,251.96850393700788
25666,HACD8_rflxcmp6,503.9186855972157
25667,HACD8_fflxcmp6,503.93700787401565
25668,CTECOAI8_rflxcmp0,7.874015748031496
25669,CTECOAI8_fflxcmp0,7.874015748031496
25670,CTECOAI8_rflxcmp1,15.748031496062993
25671,CTECOAI8_fflxcmp1,15.748031496062993
25672,CTECOAI8_rflxcmp2,31.496062992125985
25673,CTECOAI8_fflxcmp2,31.496062992125985
25674,CTECOAI8_rflxcmp3,62.99212598425197
25675,CTECOAI8_fflxcmp3,0.0
25676,CTECOAI8_rflxcmp4,125.98425196850394
25677,CTECOAI8_fflxcmp4,125.98425196850394
25678,CTECOAI8_rflxcmp5,188.99470022955595
25679,CTECOAI8_fflxcmp5,251.96850393700788
25680,CTECOAI8_rflxcmp6,0.0
25681,CTECOAI8_fflxcmp6,0.0
25682,CTECOAI6_rflxcmp0,0.0
25683,CTECOAI6_fflxcmp0,0.0
25684,CTECOAI6_rflxcmp1,0.0
25685,CTECOAI6_fflxcmp1,0.0
25686,CTECOAI6_rflxcmp2,0.0
25687,CTECOAI6_fflxcmp2,0.0
25688,CTECOAI6_rflxcmp3,0.0
25689,CTECOAI6_fflxcmp3,0.0
25690,CTECOAI6_rflxcmp4,0.0
25691,CTECOAI6_fflxcmp4,0.0
25692,CTECOAI6_rflxcmp5,0.0
25693,CTECOAI6_fflxcmp5,0.0
25694,CTECOAI6_rflxcmp6,0.0
25695,CTECOAI6_fflxcmp6,0.0
25696,MTHTHFSs_fflxcmp0,0.0
25697,MTHTHFSs_fflxcmp1,0.0
25698,MTHTHFSs_fflxcmp2,0.0
25699,MTHTHFSs_fflxcmp3,0.0
25700,MTHTHFSs_fflxcmp4,0.0
25701,MTHTHFSs_fflxcmp5,0.0
25702,MTHTHFSs_fflxcmp6,0.0
25703,SELGTHR_fflxcmp0,0.0
25704,SELGTHR_fflxcmp1,0.0
25705,SELGTHR_fflxcmp2,0.0
25706,SELGTHR_fflxcmp3,0.0
25707,SELGTHR_fflxcmp4,0.0
25708,SELGTHR_fflxcmp5,0.0
25709,SELGTHR_fflxcmp6,0.0
25710,SELGTHR3_fflxcmp0,0.0
25711,SELGTHR3_fflxcmp1,0.0
25712,SELGTHR3_fflxcmp2,0.0
25713,SELGTHR3_fflxcmp3,0.0
25714,SELGTHR3_fflxcmp4,0.0
25715,SELGTHR3_fflxcmp5,0.0
25716,SELGTHR3_fflxcmp6,0.0
25717,EX_slnt_e_rflxcmp0,0.7874015748031497
25718,EX_slnt_e_fflxcmp0,7.874015748031496
25719,EX_slnt_e_rflxcmp1,1.5748031496062993
25720,EX_slnt_e_fflxcmp1,15.748031496062993
25721,EX_slnt_e_rflxcmp2,3.1496062992125986
25722,EX_slnt_e_fflxcmp2,0.0
25723,EX_slnt_e_rflxcmp3,6.299212598425197
25724,EX_slnt_e_fflxcmp3,0.0
25725,EX_slnt_e_rflxcmp4,11.811023622047244
25726,EX_slnt_e_fflxcmp4,0.0
25727,EX_slnt_e_rflxcmp5,0.0
25728,EX_slnt_e_fflxcmp5,0.0
25729,EX_slnt_e_rflxcmp6,0.0
25730,EX_slnt_e_fflxcmp6,0.0
25731,MALCOAMT_fflxcmp0,0.0
25732,MALCOAMT_fflxcmp1,0.0
25733,MALCOAMT_fflxcmp2,0.0
25734,MALCOAMT_fflxcmp3,7.536000000053142e-07
25735,MALCOAMT_fflxcmp4,0.0
25736,MALCOAMT_fflxcmp5,0.0
25737,MALCOAMT_fflxcmp6,0.0
25738,PSCLYStex_rflxcmp0,7.874015748031496
25739,PSCLYStex_fflxcmp0,7.874015748031496
25740,PSCLYStex_rflxcmp1,15.748031496062993
25741,PSCLYStex_fflxcmp1,15.748031496062993
25742,PSCLYStex_rflxcmp2,31.496062992125985
25743,PSCLYStex_fflxcmp2,31.496062992125985
25744,PSCLYStex_rflxcmp3,62.99212598425197
25745,PSCLYStex_fflxcmp3,62.99212598425197
25746,PSCLYStex_rflxcmp4,125.98425196850394
25747,PSCLYStex_fflxcmp4,125.98425196850394
25748,PSCLYStex_rflxcmp5,251.96850393700788
25749,PSCLYStex_fflxcmp5,251.96850393700788
25750,PSCLYStex_rflxcmp6,503.93700787401576
25751,PSCLYStex_fflxcmp6,503.93700787401565
25752,THYMtex_rflxcmp0,7.874015748031496
25753,THYMtex_fflxcmp0,7.874015748031496
25754,THYMtex_rflxcmp1,15.748031496062993
25755,THYMtex_fflxcmp1,15.748031496062993
25756,THYMtex_rflxcmp2,31.496062992125985
25757,THYMtex_fflxcmp2,31.496062992125985
25758,THYMtex_rflxcmp3,62.99212598425197
25759,THYMtex_fflxcmp3,62.99212598425197
25760,THYMtex_rflxcmp4,125.98425196850394
25761,THYMtex_fflxcmp4,125.98425196850394
25762,THYMtex_rflxcmp5,251.96850393700788
25763,THYMtex_fflxcmp5,251.96850393700788
25764,THYMtex_rflxcmp6,503.93700787401565
25765,THYMtex_fflxcmp6,503.93700787401576
25766,CU2tpp_fflxcmp0,0.0
25767,CU2tpp_fflxcmp1,0.0
25768,CU2tpp_fflxcmp2,0.0
25769,CU2tpp_fflxcmp3,0.0
25770,CU2tpp_fflxcmp4,0.0
25771,CU2tpp_fflxcmp5,0.0
25772,CU2tpp_fflxcmp6,0.0002539632000006558
25773,FE2t3pp_fflxcmp0,0.0
25774,FE2t3pp_fflxcmp1,0.0
25775,FE2t3pp_fflxcmp2,0.0
25776,FE2t3pp_fflxcmp3,0.0
25777,FE2t3pp_fflxcmp4,0.0
25778,FE2t3pp_fflxcmp5,0.0
25779,FE2t3pp_fflxcmp6,0.0
25780,MN2t3pp_fflxcmp0,0.0
25781,MN2t3pp_fflxcmp1,0.0
25782,MN2t3pp_fflxcmp2,0.0
25783,MN2t3pp_fflxcmp3,0.0
25784,MN2t3pp_fflxcmp4,0.0
25785,MN2t3pp_fflxcmp5,0.0
25786,MN2t3pp_fflxcmp6,0.0
25787,MG2t3_2pp_rflxcmp0,7.874015748031496
25788,MG2t3_2pp_fflxcmp0,7.874015748031496
25789,MG2t3_2pp_rflxcmp1,15.748031496062993
25790,MG2t3_2pp_fflxcmp1,15.748031496062993
25791,MG2t3_2pp_rflxcmp2,31.496062992125985
25792,MG2t3_2pp_fflxcmp2,31.496062992125985
25793,MG2t3_2pp_rflxcmp3,62.99212598425197
25794,MG2t3_2pp_fflxcmp3,62.99212598425197
25795,MG2t3_2pp_rflxcmp4,125.98425196850394
25796,MG2t3_2pp_fflxcmp4,125.98425196850394
25797,MG2t3_2pp_rflxcmp5,251.96850393700788
25798,MG2t3_2pp_fflxcmp5,251.96850393700788
25799,MG2t3_2pp_rflxcmp6,503.9338981436158
25800,MG2t3_2pp_fflxcmp6,503.93700787401565
25801,CD2tpp_fflxcmp0,0.0
25802,CD2tpp_fflxcmp1,0.0
25803,CD2tpp_fflxcmp2,0.0
25804,CD2tpp_fflxcmp3,0.0
25805,CD2tpp_fflxcmp4,0.0
25806,CD2tpp_fflxcmp5,0.0
25807,CD2tpp_fflxcmp6,0.0
25808,ETHAt2pp_fflxcmp0,0.0
25809,ETHAt2pp_fflxcmp1,0.0
25810,ETHAt2pp_fflxcmp2,0.0
25811,ETHAt2pp_fflxcmp3,0.0
25812,ETHAt2pp_fflxcmp4,0.0
25813,ETHAt2pp_fflxcmp5,0.0
25814,ETHAt2pp_fflxcmp6,0.0
25815,FE3abcpp_fflxcmp0,0.0
25816,FE3abcpp_fflxcmp1,0.0
25817,FE3abcpp_fflxcmp2,0.0
25818,FE3abcpp_fflxcmp3,0.0
25819,FE3abcpp_fflxcmp4,0.0
25820,FE3abcpp_fflxcmp5,0.0
25821,FE3abcpp_fflxcmp6,0.0
25822,THRA_fflxcmp0,0.0
25823,THRA_fflxcmp1,0.0
25824,THRA_fflxcmp2,0.0
25825,THRA_fflxcmp3,0.0
25826,THRA_fflxcmp4,0.0
25827,THRA_fflxcmp5,0.0
25828,THRA_fflxcmp6,0.0
25829,OGMEACPS_fflxcmp0,0.0
25830,OGMEACPS_fflxcmp1,0.0
25831,OGMEACPS_fflxcmp2,0.0
25832,OGMEACPS_fflxcmp3,0.0
25833,OGMEACPS_fflxcmp4,7.536000000053142e-07
25834,OGMEACPS_fflxcmp5,0.0
25835,OGMEACPS_fflxcmp6,0.0
25836,OGMEACPR_fflxcmp0,0.0
25837,OGMEACPR_fflxcmp1,0.0
25838,OGMEACPR_fflxcmp2,0.0
25839,OGMEACPR_fflxcmp3,0.0
25840,OGMEACPR_fflxcmp4,0.0
25841,OGMEACPR_fflxcmp5,7.536000000053142e-07
25842,OGMEACPR_fflxcmp6,0.0
25843,OPMEACPS_fflxcmp0,0.0
25844,OPMEACPS_fflxcmp1,0.0
25845,OPMEACPS_fflxcmp2,0.0
25846,OPMEACPS_fflxcmp3,0.0
25847,OPMEACPS_fflxcmp4,0.0
25848,OPMEACPS_fflxcmp5,0.0
25849,OPMEACPS_fflxcmp6,7.536000000019459e-07
25850,LIPAabctex_fflxcmp0,0.0
25851,LIPAabctex_fflxcmp1,0.0
25852,LIPAabctex_fflxcmp2,0.0
25853,LIPAabctex_fflxcmp3,0.0
25854,LIPAabctex_fflxcmp4,0.0
25855,LIPAabctex_fflxcmp5,0.0
25856,LIPAabctex_fflxcmp6,0.0
25857,DGUNC_fflxcmp0,0.0
25858,DGUNC_fflxcmp1,0.0
25859,DGUNC_fflxcmp2,0.0
25860,DGUNC_fflxcmp3,0.0
25861,DGUNC_fflxcmp4,0.0
25862,DGUNC_fflxcmp5,0.0
25863,DGUNC_fflxcmp6,0.0
25864,XYLK2_fflxcmp0,0.0
25865,XYLK2_fflxcmp1,0.0
25866,XYLK2_fflxcmp2,0.0
25867,XYLK2_fflxcmp3,0.0
25868,XYLK2_fflxcmp4,0.0
25869,XYLK2_fflxcmp5,0.0
25870,XYLK2_fflxcmp6,0.0
25871,GLDBRAN2_fflxcmp0,7.874015748031496
25872,GLDBRAN2_fflxcmp1,15.748031496062993
25873,GLDBRAN2_fflxcmp2,31.496062992125985
25874,GLDBRAN2_fflxcmp3,62.99212598425197
25875,GLDBRAN2_fflxcmp4,125.98425196850394
25876,GLDBRAN2_fflxcmp5,251.96850393700788
25877,GLDBRAN2_fflxcmp6,503.93700787401576
25878,LALADGLUtex_rflxcmp0,7.874015748031496
25879,LALADGLUtex_fflxcmp0,7.874015748031496
25880,LALADGLUtex_rflxcmp1,15.748031496062993
25881,LALADGLUtex_fflxcmp1,15.748031496062993
25882,LALADGLUtex_rflxcmp2,31.496062992125985
25883,LALADGLUtex_fflxcmp2,31.496062992125985
25884,LALADGLUtex_rflxcmp3,62.99212598425197
25885,LALADGLUtex_fflxcmp3,62.99212598425197
25886,LALADGLUtex_rflxcmp4,125.98425196850394
25887,LALADGLUtex_fflxcmp4,125.98425196850394
25888,LALADGLUtex_rflxcmp5,251.96850393700788
25889,LALADGLUtex_fflxcmp5,251.96850393700788
25890,LALADGLUtex_rflxcmp6,503.93700787401576
25891,LALADGLUtex_fflxcmp6,503.93700787401565
25892,S2FE2SR_fflxcmp0,0.0
25893,S2FE2SR_fflxcmp1,0.0
25894,S2FE2SR_fflxcmp2,0.0
25895,S2FE2SR_fflxcmp3,0.0
25896,S2FE2SR_fflxcmp4,0.0
25897,S2FE2SR_fflxcmp5,0.0
25898,S2FE2SR_fflxcmp6,0.0
25899,CDGUNPD_fflxcmp0,0.0
25900,CDGUNPD_fflxcmp1,0.0
25901,CDGUNPD_fflxcmp2,0.0
25902,CDGUNPD_fflxcmp3,0.0
25903,CDGUNPD_fflxcmp4,0.0
25904,CDGUNPD_fflxcmp5,0.0
25905,CDGUNPD_fflxcmp6,0.0
25906,ACACT8r_rflxcmp0,7.874015748031496
25907,ACACT8r_fflxcmp0,7.874015748031496
25908,ACACT8r_rflxcmp1,15.748031496062993
25909,ACACT8r_fflxcmp1,15.748031496062993
25910,ACACT8r_rflxcmp2,0.01832227680002063
25911,ACACT8r_fflxcmp2,0.0
25912,ACACT8r_rflxcmp3,0.0
25913,ACACT8r_fflxcmp3,0.0
25914,ACACT8r_rflxcmp4,0.0
25915,ACACT8r_fflxcmp4,0.0
25916,ACACT8r_rflxcmp5,0.0
25917,ACACT8r_fflxcmp5,0.0
25918,ACACT8r_rflxcmp6,0.0
25919,ACACT8r_fflxcmp6,0.0
25920,LALALGLUtpp_fflxcmp0,0.0
25921,LALALGLUtpp_fflxcmp1,0.0
25922,LALALGLUtpp_fflxcmp2,0.0
25923,LALALGLUtpp_fflxcmp3,0.0
25924,LALALGLUtpp_fflxcmp4,0.0
25925,LALALGLUtpp_fflxcmp5,0.0
25926,LALALGLUtpp_fflxcmp6,0.0
25927,CTECOAI7_rflxcmp0,0.03555032640009179
25928,CTECOAI7_fflxcmp0,0.0
25929,CTECOAI7_rflxcmp1,0.0
25930,CTECOAI7_fflxcmp1,0.0
25931,CTECOAI7_rflxcmp2,0.0
25932,CTECOAI7_fflxcmp2,0.0
25933,CTECOAI7_rflxcmp3,0.0
25934,CTECOAI7_fflxcmp3,0.0
25935,CTECOAI7_rflxcmp4,0.0
25936,CTECOAI7_fflxcmp4,0.0
25937,CTECOAI7_rflxcmp5,0.0
25938,CTECOAI7_fflxcmp5,0.0
25939,CTECOAI7_rflxcmp6,0.0
25940,CTECOAI7_fflxcmp6,0.0
25941,CLIPAabctex_fflxcmp0,0.0
25942,CLIPAabctex_fflxcmp1,0.0
25943,CLIPAabctex_fflxcmp2,0.0
25944,CLIPAabctex_fflxcmp3,0.0
25945,CLIPAabctex_fflxcmp4,0.0
25946,CLIPAabctex_fflxcmp5,0.0
25947,CLIPAabctex_fflxcmp6,0.0
25948,3AMACHYD_fflxcmp0,0.0
25949,3AMACHYD_fflxcmp1,0.0
25950,3AMACHYD_fflxcmp2,0.0
25951,3AMACHYD_fflxcmp3,0.0
25952,3AMACHYD_fflxcmp4,0.0
25953,3AMACHYD_fflxcmp5,0.0
25954,3AMACHYD_fflxcmp6,0.0
25955,K2L4Aabctex_fflxcmp0,0.0
25956,K2L4Aabctex_fflxcmp1,0.0
25957,K2L4Aabctex_fflxcmp2,0.0
25958,K2L4Aabctex_fflxcmp3,0.0
25959,K2L4Aabctex_fflxcmp4,0.0
25960,K2L4Aabctex_fflxcmp5,0.0
25961,K2L4Aabctex_fflxcmp6,0.0
25962,FDH4pp_fflxcmp0,0.0
25963,FDH4pp_fflxcmp1,0.0
25964,FDH4pp_fflxcmp2,0.0
25965,FDH4pp_fflxcmp3,0.0
25966,FDH4pp_fflxcmp4,0.0
25967,FDH4pp_fflxcmp5,0.0
25968,FDH4pp_fflxcmp6,0.0
25969,FDH5pp_fflxcmp0,0.0
25970,FDH5pp_fflxcmp1,0.0
25971,FDH5pp_fflxcmp2,0.0
25972,FDH5pp_fflxcmp3,0.0
25973,FDH5pp_fflxcmp4,0.0
25974,FDH5pp_fflxcmp5,0.0
25975,FDH5pp_fflxcmp6,0.0
25976,ACPPAT140_fflxcmp0,0.0
25977,ACPPAT140_fflxcmp1,0.0
25978,ACPPAT140_fflxcmp2,0.0
25979,ACPPAT140_fflxcmp3,0.0
25980,ACPPAT140_fflxcmp4,0.0
25981,ACPPAT140_fflxcmp5,0.0
25982,ACPPAT140_fflxcmp6,0.0
25983,APG3PAT140_fflxcmp0,0.0
25984,APG3PAT140_fflxcmp1,0.0
25985,APG3PAT140_fflxcmp2,0.0
25986,APG3PAT140_fflxcmp3,0.0
25987,APG3PAT140_fflxcmp4,0.0
25988,APG3PAT140_fflxcmp5,0.0
25989,APG3PAT140_fflxcmp6,0.0
25990,LDGUNPD_fflxcmp0,0.0
25991,LDGUNPD_fflxcmp1,0.0
25992,LDGUNPD_fflxcmp2,0.0
25993,LDGUNPD_fflxcmp3,0.0
25994,LDGUNPD_fflxcmp4,0.0
25995,LDGUNPD_fflxcmp5,0.0
25996,LDGUNPD_fflxcmp6,0.0
25997,MPTAT_fflxcmp0,0.0
25998,MPTAT_fflxcmp1,0.0
25999,MPTAT_fflxcmp2,0.0
26000,MPTAT_fflxcmp3,0.0
26001,MPTAT_fflxcmp4,0.0
26002,MPTAT_fflxcmp5,0.0
26003,MPTAT_fflxcmp6,5.275200000013622e-06
26004,APG3PAT141_fflxcmp0,0.0
26005,APG3PAT141_fflxcmp1,0.0
26006,APG3PAT141_fflxcmp2,0.0
26007,APG3PAT141_fflxcmp3,0.0
26008,APG3PAT141_fflxcmp4,0.0
26009,APG3PAT141_fflxcmp5,0.0
26010,APG3PAT141_fflxcmp6,0.0
26011,MOADSUx_fflxcmp0,0.0
26012,MOADSUx_fflxcmp1,0.0
26013,MOADSUx_fflxcmp2,0.0
26014,MOADSUx_fflxcmp3,0.0
26015,MOADSUx_fflxcmp4,0.0
26016,MOADSUx_fflxcmp5,0.0
26017,MOADSUx_fflxcmp6,1.0550400000027244e-05
26018,3HPPtex_rflxcmp0,7.874015748031496
26019,3HPPtex_fflxcmp0,7.874015748031496
26020,3HPPtex_rflxcmp1,15.748031496062993
26021,3HPPtex_fflxcmp1,15.748031496062993
26022,3HPPtex_rflxcmp2,31.496062992125985
26023,3HPPtex_fflxcmp2,31.496062992125985
26024,3HPPtex_rflxcmp3,62.99212598425197
26025,3HPPtex_fflxcmp3,62.99212598425197
26026,3HPPtex_rflxcmp4,125.98425196850394
26027,3HPPtex_fflxcmp4,125.98425196850394
26028,3HPPtex_rflxcmp5,251.96850393700788
26029,3HPPtex_fflxcmp5,251.96850393700788
26030,3HPPtex_rflxcmp6,503.93700787401565
26031,3HPPtex_fflxcmp6,503.93700787401576
26032,CMtpp_fflxcmp0,0.0
26033,CMtpp_fflxcmp1,0.0
26034,CMtpp_fflxcmp2,0.0
26035,CMtpp_fflxcmp3,0.0
26036,CMtpp_fflxcmp4,0.0
26037,CMtpp_fflxcmp5,0.0
26038,CMtpp_fflxcmp6,0.0
26039,FUSAtpp_fflxcmp0,0.0
26040,FUSAtpp_fflxcmp1,0.0
26041,FUSAtpp_fflxcmp2,0.0
26042,FUSAtpp_fflxcmp3,0.0
26043,FUSAtpp_fflxcmp4,0.0
26044,FUSAtpp_fflxcmp5,0.0
26045,FUSAtpp_fflxcmp6,0.0
26046,APG3PAT181_fflxcmp0,0.0
26047,APG3PAT181_fflxcmp1,0.0
26048,APG3PAT181_fflxcmp2,0.0
26049,APG3PAT181_fflxcmp3,0.0
26050,APG3PAT181_fflxcmp4,0.0
26051,APG3PAT181_fflxcmp5,0.0
26052,APG3PAT181_fflxcmp6,0.009161138400023656
26053,APH140_fflxcmp0,0.0
26054,APH140_fflxcmp1,0.0
26055,APH140_fflxcmp2,0.0
26056,APH140_fflxcmp3,0.0
26057,APH140_fflxcmp4,0.0
26058,APH140_fflxcmp5,0.0
26059,APH140_fflxcmp6,0.0
26060,APH160_fflxcmp0,0.0
26061,APH160_fflxcmp1,0.0
26062,APH160_fflxcmp2,0.0
26063,APH160_fflxcmp3,0.0
26064,APH160_fflxcmp4,0.0
26065,APH160_fflxcmp5,0.0
26066,APH160_fflxcmp6,0.0
26067,OPMEACPD_fflxcmp0,0.0
26068,OPMEACPD_fflxcmp1,0.0
26069,OPMEACPD_fflxcmp2,0.0
26070,OPMEACPD_fflxcmp3,7.536000000019459e-07
26071,OPMEACPD_fflxcmp4,0.0
26072,OPMEACPD_fflxcmp5,0.0
26073,OPMEACPD_fflxcmp6,0.0
26074,EPMEACPR_fflxcmp0,7.536000000019459e-07
26075,EPMEACPR_fflxcmp1,0.0
26076,EPMEACPR_fflxcmp2,0.0
26077,EPMEACPR_fflxcmp3,0.0
26078,EPMEACPR_fflxcmp4,0.0
26079,EPMEACPR_fflxcmp5,0.0
26080,EPMEACPR_fflxcmp6,0.0
26081,RFAMPtex_rflxcmp0,7.874015748031496
26082,RFAMPtex_fflxcmp0,7.874015748031496
26083,RFAMPtex_rflxcmp1,15.748031496062993
26084,RFAMPtex_fflxcmp1,15.748031496062993
26085,RFAMPtex_rflxcmp2,31.496062992125985
26086,RFAMPtex_fflxcmp2,31.496062992125985
26087,RFAMPtex_rflxcmp3,62.99212598425197
26088,RFAMPtex_fflxcmp3,62.99212598425197
26089,RFAMPtex_rflxcmp4,125.98425196850394
26090,RFAMPtex_fflxcmp4,125.98425196850394
26091,RFAMPtex_rflxcmp5,251.96850393700788
26092,RFAMPtex_fflxcmp5,251.96850393700788
26093,RFAMPtex_rflxcmp6,503.93700787401576
26094,RFAMPtex_fflxcmp6,503.93700787401565
26095,MINCYCtex_rflxcmp0,7.874015748031496
26096,MINCYCtex_fflxcmp0,7.874015748031496
26097,MINCYCtex_rflxcmp1,15.748031496062993
26098,MINCYCtex_fflxcmp1,15.748031496062993
26099,MINCYCtex_rflxcmp2,31.496062992125985
26100,MINCYCtex_fflxcmp2,31.496062992125985
26101,MINCYCtex_rflxcmp3,62.99212598425197
26102,MINCYCtex_fflxcmp3,62.99212598425197
26103,MINCYCtex_rflxcmp4,125.98425196850394
26104,MINCYCtex_fflxcmp4,125.98425196850394
26105,MINCYCtex_rflxcmp5,251.96850393700788
26106,MINCYCtex_fflxcmp5,251.96850393700788
26107,MINCYCtex_rflxcmp6,503.93700787401576
26108,MINCYCtex_fflxcmp6,503.93700787401565
26109,AOXSr2_fflxcmp0,0.0
26110,AOXSr2_fflxcmp1,7.536000000019459e-07
26111,AOXSr2_fflxcmp2,0.0
26112,AOXSr2_fflxcmp3,0.0
26113,AOXSr2_fflxcmp4,0.0
26114,AOXSr2_fflxcmp5,0.0
26115,AOXSr2_fflxcmp6,0.0
26116,MINCYCtpp_fflxcmp0,0.0
26117,MINCYCtpp_fflxcmp1,0.0
26118,MINCYCtpp_fflxcmp2,0.0
26119,MINCYCtpp_fflxcmp3,0.0
26120,MINCYCtpp_fflxcmp4,0.0
26121,MINCYCtpp_fflxcmp5,0.0
26122,MINCYCtpp_fflxcmp6,0.0
26123,MEOHtrpp_rflxcmp0,7.874015748031496
26124,MEOHtrpp_fflxcmp0,7.874015748031496
26125,MEOHtrpp_rflxcmp1,15.748031496062993
26126,MEOHtrpp_fflxcmp1,15.748031496062993
26127,MEOHtrpp_rflxcmp2,31.496062992125985
26128,MEOHtrpp_fflxcmp2,31.496062992125985
26129,MEOHtrpp_rflxcmp3,62.99212598425197
26130,MEOHtrpp_fflxcmp3,62.99212598425197
26131,MEOHtrpp_rflxcmp4,7.536000055097247e-07
26132,MEOHtrpp_fflxcmp4,0.0
26133,MEOHtrpp_rflxcmp5,0.0
26134,MEOHtrpp_fflxcmp5,0.0
26135,MEOHtrpp_rflxcmp6,0.0
26136,MEOHtrpp_fflxcmp6,0.0
26137,EX_LalaDglu_e_fflxcmp0,0.0
26138,EX_LalaDglu_e_fflxcmp1,0.0
26139,EX_LalaDglu_e_fflxcmp2,0.0
26140,EX_LalaDglu_e_fflxcmp3,0.0
26141,EX_LalaDglu_e_fflxcmp4,0.0
26142,EX_LalaDglu_e_fflxcmp5,0.0
26143,EX_LalaDglu_e_fflxcmp6,0.0
26144,SCYSDS_fflxcmp0,0.0
26145,SCYSDS_fflxcmp1,0.0
26146,SCYSDS_fflxcmp2,0.0
