Blattner,pdxBJ_20nM PN_Ave,WT_5uM PN_Ave,FoldChange
b3985,10.50852166,11.05895346,-0.073655141
b3986,11.67068008,12.2851281,-0.074024268
b3987,9.527133079,9.732156687,-0.030717407
b0403,6.337635004,5.161641543,0.29611462
b3988,9.562647577,9.748010987,-0.02769777
b3989,5.141202473,4.898854188,0.069661479
b4691,7.214086468,5.13824912,0.489539877
b3990,8.006929963,5.600290318,0.515747569
b3991,8.220780255,5.915108521,0.474870693
b4407,8.039341903,5.798691027,0.471350139
b3992,7.683218919,5.545669248,0.470349287
b3993,3.350668659,1.773832687,0.917579091
b3994,7.825981699,5.511188901,0.505908159
b3995,7.306598036,7.220641786,0.017072769
b0404,5.208209762,4.412002822,0.239353841
b3996,6.37361602,5.911430246,0.10860488
b3997,6.956611605,7.00838245,-0.01069673
b3998,6.235988247,6.011764176,0.052829791
b3999,6.912942079,6.535263714,0.081054384
b4000,12.19652534,11.78795861,0.049156298
b4001,6.103149175,5.568404752,0.132289773
b4002,2.562380698,2.846604528,-0.151757241
b4003,3.503893989,4.218058779,-0.267620073
b4004,4.203654513,4.361000842,-0.053015166
b4005,4.777670916,6.008317935,-0.330653671
b0405,5.957566854,5.367234882,0.150544211
b4006,4.382551016,5.684052242,-0.375148929
b4007,8.012044257,8.364214226,-0.062059623
b4008,6.343695524,5.545575322,0.193986389
b4009,8.883778132,8.716781847,0.027377759
b4010,1.092777926,2.528087541,-1.210046174
b4011,3.111704439,2.871069557,0.116116751
b4012,4.433399696,4.347461275,0.028240259
b4013,5.041541819,4.162835317,0.276298524
b4014,11.0453113,9.345218835,0.241133727
b4015,11.50928815,10.33249283,0.155610243
b0406,7.524268222,6.9078403,0.123316548
b4016,8.565180754,7.556338136,0.18079643
b4017,3.440657596,3.494164257,-0.022263103
b4018,6.315964621,6.560291701,-0.054756875
b4019,7.94572469,7.944917028,0.000146654
b4020,4.559898082,4.275800754,0.092806952
b4021,6.593358122,7.249502762,-0.136868601
b4022,7.390314372,6.442733191,0.197962885
b4023,9.103349078,9.900761372,-0.12114207
b4024,7.743167187,8.533257024,-0.140172711
b4025,8.12485275,8.530081249,-0.070217817
b0042,1.66351087,2.461502639,-0.565307993
b0407,10.50312256,9.702694991,0.114360876
b4026,8.540686181,6.280147732,0.443553487
b4027,1.583716231,2.289886711,-0.531962367
b4028,0.478198382,0.690011314,-0.529010769
b4029,2.698565653,2.769073526,-0.037210575
b4620,4.320750228,4.501508239,-0.059126626
b4030,8.24608866,6.070124537,0.441983857
b4031,4.956123535,3.790084427,0.386982162
b4032,5.755621996,5.26871916,0.127519564
b4033,5.638421016,5.089793746,0.147684012
b4034,8.08702898,8.75627869,-0.114708091
b0408,7.794337581,7.22864787,0.108700603
b4035,6.883741023,7.60810636,-0.144344593
b4036,6.831104959,7.211655431,-0.078211508
b4037,6.422972302,6.398558429,0.005494167
b4038,1.69332214,2.256906901,-0.414490448
b4039,6.194135266,6.69006581,-0.111117514
b4040,5.928187213,5.989318021,-0.01480073
b4041,6.6489439,6.450644717,0.043681846
b4042,6.897728269,5.908652778,0.223292075
b4043,9.775121053,9.733147473,0.006208154
b4044,4.499027267,4.670693452,-0.05402365
b0409,8.281144925,8.016714889,0.046819078
b4045,7.616650028,6.607170135,0.205124113
b4046,6.669790464,7.270533558,-0.124419803
b4047,1.060168208,2.562232788,-1.273108372
b4048,2.826084233,2.999031236,-0.085692082
b4049,5.891144742,5.589451478,0.075841289
b4050,6.411653282,5.382834162,0.252330434
b4051,8.160005474,7.544031006,0.113234514
b4052,6.643154631,6.497190778,0.032052428
b4053,6.587880087,6.850196653,-0.05633111
b4054,8.460383778,7.856672514,0.106804682
b0410,8.803083091,8.006310847,0.136871255
b4621,1.31095434,2.088239573,-0.671669796
b4055,6.224846866,6.38232062,-0.036042738
b4056,8.033229393,7.502690486,0.098572031
b4057,8.004502126,7.478688178,0.098026439
b4058,6.582748042,6.703932164,-0.026317572
b4059,8.941137985,9.045341555,-0.016716518
b4060,6.762246741,5.861933085,0.206126159
b4061,3.863099884,3.845063934,0.006751393
b4062,6.25059661,7.208068686,-0.205618859
b4063,4.504197339,4.686572766,-0.057263246
b0411,8.065353709,8.334133809,-0.047294459
b4459,2.425352149,2.763523892,-0.188314851
b4064,4.437427814,5.321268905,-0.26204666
b4065,6.590218921,5.982986969,0.13946047
b4066,1.075135796,1.972143557,-0.875245681
b4067,3.759743673,3.194720833,0.234944439
b4068,3.330081265,2.733620989,0.284744154
b4069,5.067165073,5.00983104,0.01641688
b4070,2.912088745,2.715073003,0.101063332
b4071,2.800795643,2.943460096,-0.071676347
b4072,2.84891641,2.935346006,-0.04311728
b0412,5.426313867,5.138431752,0.078644381
b4073,3.070083246,3.062215266,0.003702071
b4074,2.526552771,2.657573351,-0.072939199
b4075,2.835208853,2.917136105,-0.041097686
b4076,2.435805978,2.400404671,0.021121579
b4077,7.102798374,6.534452909,0.12032108
b4078,6.691689974,6.756358881,-0.013875356
b4079,4.877273106,5.122547342,-0.070786653
b4080,1.891210103,2.316895436,-0.292883288
b4081,2.461883266,1.940594237,0.343263862
b4082,2.924106919,3.413926117,-0.223435772
b0413,7.351881446,7.860272644,-0.096465853
b4622,1.425617064,2.153679079,-0.595216779
b4083,1.237593857,1.964176994,-0.666386997
b4084,3.825558734,3.676248261,0.057436276
b4085,3.41589455,3.338282409,0.033157431
b4086,3.201622469,3.583668352,-0.162633933
b4087,2.460627825,2.619860469,-0.090463514
b4088,3.551881138,3.651263281,-0.039812397
b4089,6.494124248,6.820208175,-0.070680789
b4090,5.331495873,4.428245048,0.267805311
b4487,6.226028202,5.410540854,0.202539294
b0414,6.851377439,7.129103123,-0.057326525
b4092,4.376560334,3.535440699,0.307907398
b4093,4.640370767,3.702475854,0.325749755
b4094,2.129293011,0.78666551,1.436552254
b4095,1.840991751,2.625388573,-0.512047804
b4096,3.142990645,3.579515896,-0.187626508
b4097,1.60553459,2.594016207,-0.692133746
b4098,1.40469788,2.40724636,-0.777123925
b4099,1.428985639,2.48477499,-0.798123796
b4100,1.582463517,2.478741715,-0.647435711
b4101,1.795919039,2.418441171,-0.42935513
b0415,8.337096775,8.068788934,0.04719293
b4102,1.686537038,2.50258221,-0.569353461
b4583,2.127710098,2.86630109,-0.429888569
b4105,1.233225292,2.373917444,-0.944833381
b4106,1.213835262,2.111016972,-0.798365541
b4107,5.973326079,4.398281842,0.441594424
b4108,5.986158952,6.261860602,-0.064960805
b4109,5.902588417,4.942701468,0.256047975
b4110,5.206267967,4.192056117,0.31259154
b4111,8.684708364,8.183444604,0.085769168
b4703,6.303422231,5.800252783,0.120019528
b0416,8.098850867,7.95321683,0.026178717
b4112,5.3644133,4.949678191,0.116085664
b4113,6.494521234,6.70367178,-0.045728338
b4114,3.018073921,2.897286951,0.058925564
b4115,3.068656012,3.437239863,-0.163643599
b4116,4.326153115,4.929489478,-0.188353514
b4117,3.329712257,3.147510576,0.081186284
b4118,5.743641051,7.352020318,-0.356175163
b4119,4.233656753,3.867422881,0.130531783
b4120,4.541805475,4.223828934,0.10471451
b4121,5.975456459,4.556176076,0.391225421
b0043,1.831832838,2.184802971,-0.254215323
b0417,4.879697227,5.263320753,-0.109181682
b4122,3.809990903,4.875987601,-0.355906904
b4123,4.483594031,6.455117502,-0.525787702
b4124,5.489181188,5.95188581,-0.116755887
b4125,4.934269064,5.129939639,-0.056105463
b4126,7.766882021,7.409916502,0.067878266
b4127,7.812719277,7.085008643,0.141055164
b4128,3.319729996,2.986936535,0.152399323
b4559,2.592814461,2.873966264,-0.148524155
b4129,5.652656551,5.608579312,0.01129367
b4130,3.388130417,3.523820178,-0.056650896
b0418,7.842735344,7.686377988,0.029052992
b4131,2.30473865,2.431333998,-0.07714493
b4132,1.330893143,2.208472307,-0.730654
b4133,4.221211449,4.728300371,-0.163664589
b4654,1.462061719,1.632221244,-0.158832411
b4134,3.276083101,3.729781487,-0.187119158
b4135,7.10262641,7.13450678,-0.006461094
b4136,5.321923957,5.282024744,0.010856836
b4137,6.656167211,6.455654048,0.044128408
b4138,7.950293508,8.115613452,-0.029692028
b4139,7.933299195,9.436016466,-0.250256977
b0419,7.622184105,7.848128807,-0.042144265
b4140,6.861436369,6.368534079,0.107549292
b4141,7.208991995,5.745757831,0.327300359
b4142,9.041232609,8.723906758,0.051545121
b4143,8.449395467,8.904363405,-0.075664349
b4144,10.75137891,10.56166309,0.025684677
b4145,5.467616019,4.598527132,0.249740076
b4146,6.166473976,5.330677531,0.210126872
b4147,8.302356551,8.675868624,-0.063487316
b4410,5.190777182,4.700960032,0.142995146
b4411,9.257877992,8.003572288,0.210037478
b0420,6.538162143,6.103852226,0.099165121
b4148,7.277933715,6.547593239,0.152564213
b4149,6.730788146,6.009342332,0.163568338
b4150,4.096364131,4.004239249,0.032815788
b4151,7.912170527,9.339815214,-0.239320487
b4152,7.264993807,8.737547811,-0.266266877
b4153,6.8106576,8.501282996,-0.319886482
b4154,7.179440608,9.216106617,-0.360285967
b4155,5.10259246,5.121692481,-0.005390213
b4156,3.693288765,3.121834125,0.242512183
b4157,3.65132597,3.299095412,0.146349968
b0421,6.89863997,6.332597768,0.123514525
b4158,4.104897692,4.010791488,0.0334593
b4159,4.950366323,5.015546485,-0.018871616
b4160,7.441753123,7.454870447,-0.002540751
b4161,7.595803425,7.347210092,0.048006041
b4162,7.017204096,7.103598118,-0.01765364
b4163,7.729046066,6.721995873,0.201400708
b4164,7.817237981,6.512088688,0.263538611
b4165,6.524449008,5.542767432,0.235249596
b4670,3.48231157,3.127296351,0.15512935
b4166,5.221677655,5.275334509,-0.014749178
b0422,7.247237943,7.021472679,0.04565761
b4167,5.760852429,5.500221966,0.066792461
b4168,6.643064311,5.691730846,0.222981441
b4169,6.536675058,5.925229999,0.141685826
b4170,6.085702488,5.756117227,0.080327833
b4171,8.906273229,8.866083148,0.006524979
b4172,10.64242853,10.80265663,-0.021558747
b4173,8.519818193,7.855310231,0.117154391
b4174,9.026685189,8.480306497,0.090079886
b4175,8.687491733,8.551153359,0.022820679
b4176,5.133457218,4.468167798,0.200247396
b0423,5.932028051,6.172882649,-0.057418945
b4177,11.12476001,11.17499387,-0.006499826
b4178,7.97208446,7.690135152,0.051948041
b4179,8.091019694,8.452231716,-0.063010785
b4180,7.394661431,7.254825101,0.02754326
b4181,1.383747147,2.172586227,-0.650833094
b4182,2.504477795,2.912893446,-0.217943108
b4183,1.824473525,2.403532407,-0.397676039
b4184,2.17617855,2.136755525,0.026375078
b4185,1.952830705,2.13860943,-0.131106146
b4186,2.409294025,2.275751812,0.082267238
b0424,7.263292715,6.978947898,0.057614161
b4187,5.777404635,5.200311007,0.151823634
b4188,6.181016968,8.959831366,-0.535627354
b4189,7.05045536,9.877817171,-0.486475828
b4190,7.088001398,5.569898146,0.347727942
b4191,5.15761848,4.998024649,0.045347041
b4192,3.322247881,3.78169129,-0.186871877
b4193,1.786796032,2.537741267,-0.506170032
b4194,2.784247539,3.141747435,-0.174279725
b4195,3.387662695,3.231518071,0.068078175
b4196,4.27489469,3.522699803,0.279207344
b0425,6.500801371,6.734661598,-0.050987881
b4197,1.295902232,0.166217913,2.962809107
b4198,3.896822395,3.89074402,0.002252114
b4199,6.061310583,5.405312744,0.165251676
b4200,10.19535579,10.74355596,-0.075559461
b4201,9.170507687,9.844128792,-0.102261928
b4202,9.463698338,10.10656775,-0.09481714
b4203,9.926089294,10.75006996,-0.115048711
b4204,2.332378557,2.713252698,-0.218221455
b4205,3.217272818,3.436041538,-0.094909198
b4206,7.125176332,7.381549936,-0.050998059
b0426,9.240952623,9.464333411,-0.034459316
b4207,8.285327705,8.022563014,0.046495544
b4208,7.87267025,8.206786187,-0.059964315
b4209,4.35331255,4.033177371,0.110196749
b4210,3.601525509,3.640202747,-0.015410683
b4211,5.072965681,4.874841646,0.057474045
b4212,4.912684269,4.398831283,0.159391254
b4213,5.937767559,5.350335415,0.150291281
b4214,7.933367069,7.468189349,0.087174796
b4215,2.281938807,2.75107529,-0.269735519
b4216,5.911531799,6.347538463,-0.102665221
b0044,1.382624664,2.030751261,-0.554603974
b0427,4.223048608,3.785826726,0.157676471
b4217,8.322786474,8.324772156,-0.000344163
b4218,5.59394202,4.721084757,0.244746917
b4219,8.161372504,7.65792129,0.09185896
b4220,5.970169633,5.314035792,0.167963979
b4221,6.571654893,6.022119127,0.125985473
b4222,8.572936055,7.462121082,0.200203613
b4224,6.512569496,7.073716295,-0.119241496
b4225,6.288547942,6.433857628,-0.032957082
b4226,10.58663228,10.80109631,-0.028934027
b4227,5.283698816,6.299934452,-0.253788586
b0428,9.249270267,8.682337068,0.091256114
b4485,3.534828859,3.603875388,-0.02790876
b4230,3.812399226,3.3822039,0.172735566
b4231,4.315397741,4.022888096,0.101261928
b4232,7.069021291,7.043074748,0.005305093
b4233,7.148238238,7.380056282,-0.046044101
b4234,7.713730439,7.914878421,-0.037138459
b4235,7.407708463,7.378097237,0.005778519
b4236,7.00827924,6.951565808,0.011722284
b4237,4.873453956,4.242381863,0.200070128
b4238,5.682541503,5.403737314,0.072578772
b0429,8.89287119,8.638374949,0.041889351
b4239,3.501291596,3.181848831,0.138021923
b4240,4.916881676,4.538718979,0.115458473
b4241,4.775265959,4.837126065,-0.018569051
b4702,5.194782635,5.344022899,-0.040862806
b4242,4.562586059,4.812065999,-0.076804659
b4243,9.77212426,9.861097693,-0.013076041
b4244,9.825203995,8.820396238,0.155643894
b4245,8.592170214,7.695474007,0.159012381
b4246,5.219836815,4.995499037,0.063375899
b4248,4.980306246,4.125234534,0.271758314
b0430,7.521200292,7.510224028,0.002106973
b4249,3.455413528,3.299475005,0.066621887
b4251,5.138380097,4.950420698,0.05376248
b4252,13.82509081,13.58535197,0.025237013
b4253,5.772491412,5.223831668,0.144085713
b4254,5.956957926,7.433722492,-0.319509063
b4255,11.21323149,11.81722551,-0.075689252
b4256,8.042424372,6.453620826,0.317521648
b4257,2.087875017,2.399616774,-0.200768669
b4258,7.888826306,7.68747083,0.037301642
b4259,6.647381591,6.128698258,0.117205497
b0431,7.366265883,7.868693583,-0.095190657
b4260,7.465633019,7.353814906,0.021771729
b4261,0.258354697,0.199834307,0.370548831
b4262,6.981062991,6.748926745,0.048788635
b4263,5.974911305,5.497800405,0.120062766
b4264,5.483363759,4.558500848,0.266501739
b4265,5.155037968,4.232055265,0.284624586
b4266,3.92755782,3.309207845,0.247146607
b4267,3.641784108,3.44935752,0.07831773
b4268,3.195345609,3.480506918,-0.123325461
b4269,7.144370398,6.064917086,0.236318956
b0432,7.970292666,8.591396164,-0.108259898
b4270,3.698043419,3.580706133,0.046518041
b4271,6.12974191,6.275022067,-0.033794201
b4272,6.477681999,6.137495348,0.077827619
b0361,5.191572199,5.003008453,0.053375616
b4575,4.831335666,4.782371257,0.014695959
b4277,3.06465324,2.642657859,0.213734191
b4278,4.686733176,4.324389676,0.11608613
b4279,3.326258602,3.867448156,-0.217481616
b4280,4.656049812,5.170495268,-0.151195986
b4655,4.157466356,2.974508188,0.483053439
b0433,5.043106044,4.55988408,0.145315413
b4281,5.278743289,3.704628173,0.510865759
b4282,3.899259851,3.173471158,0.29713857
b4623,3.922362537,3.182966938,0.301350716
b0256,4.658823547,4.026968118,0.210271639
b4561,2.725982574,2.670240391,0.029806712
b4286,3.427287282,3.034354223,0.175677614
b4287,4.478933935,5.353844854,-0.257419946
b4288,4.253406091,5.17993045,-0.284314125
b4289,4.101392085,5.267797126,-0.361086116
b4290,5.619084008,6.81885734,-0.279195033
b0434,7.505023753,6.406228826,0.228381307
b4291,5.82669283,6.567658109,-0.17270177
b4292,7.182555977,7.445513477,-0.051874016
b4293,8.327573095,8.803626456,-0.08020182
b4576,4.351706676,6.441944874,-0.565914999
b4295,6.692384396,6.855589168,-0.034760343
b4296,3.873241423,3.034032083,0.352305088
b4297,4.994392018,4.373206351,0.191617641
b4298,4.068504069,3.533852977,0.203256415
b4299,3.88723154,4.044084271,-0.057070017
b0435,10.52720275,10.51442684,0.001751931
b4300,3.972678644,4.082645983,-0.039392377
b4301,3.685745768,3.525743843,0.0640289
b4302,4.242193639,3.854004287,0.138452299
b4624,4.291443339,4.008442259,0.098421258
b4303,5.674669411,4.993557247,0.184468437
b4304,3.686915781,3.266176495,0.17481171
b4565,3.884183145,3.935034909,-0.018765207
b4305,4.5193311,4.870373377,-0.107923121
b4656,8.085982568,7.019254211,0.20410534
b4306,3.461384364,4.021835232,-0.216504826
b0436,9.507385917,10.48413112,-0.141086674
b4307,3.52440726,4.071502945,-0.208180803
b4566,7.364744805,6.149126265,0.260254104
b4657,5.302573775,4.526467532,0.228307182
b4308,3.786569265,3.131970322,0.273820777
b4309,3.690602799,2.783486352,0.406963467
b4310,4.855184217,3.702611836,0.390982724
b4311,3.028598602,2.659932429,0.187260785
b4312,8.305289143,6.984719893,0.249828135
b4313,4.532830636,3.906520372,0.21452812
b4314,12.64912188,10.90399593,0.214180306
b0045,1.986302076,2.225322721,-0.16392953
b0437,9.525156753,9.490131249,0.005314795
b4315,9.636429953,7.210907668,0.418317895
b4316,8.053493504,4.999438219,0.687848752
b4317,6.673706305,4.535474229,0.557234791
b4318,6.364395586,5.013051356,0.344334497
b4319,6.102398899,4.93254791,0.307043425
b4320,5.872356106,4.63727565,0.340661971
b4321,3.122573849,2.988344668,0.063389138
b4322,4.478530032,4.402467164,0.024713037
b4323,4.492615907,4.364230154,0.041828539
b4324,5.864363771,5.860160113,0.001034515
b0438,9.376449683,9.284437776,0.014227212
b4325,1.514961582,1.961425081,-0.372621022
b4326,4.276771519,3.551255743,0.268192876
b4327,4.718442029,4.315489088,0.128786504
b4328,5.211520192,5.459385847,-0.067034399
b4329,4.620048882,4.684010081,-0.019836065
b4330,2.516367186,2.630921401,-0.064225694
b4331,5.328951252,5.097482585,0.064066694
b4332,4.044851072,3.502238703,0.207809168
b4333,4.042413968,3.478331543,0.216821618
b4334,4.385047755,3.478253185,0.334229603
b0439,8.392726154,8.12526712,0.046724265
b4335,5.06254656,4.855116557,0.06035734
b4336,4.908318227,4.074209899,0.26870848
b4337,5.729915307,4.411675816,0.377187034
b4584,5.839017548,5.506924639,0.084478781
b4340,4.51132263,3.380780693,0.416194032
b4341,3.33701767,2.737269068,0.28582207
b4342,5.962155022,5.479196068,0.121869657
b4486,5.247183336,3.90188166,0.427373175
b4345,0.150348048,0.251785008,-0.743886246
b4346,3.016659908,3.795283174,-0.331255473
b0440,13.13547007,13.59274634,-0.049369144
b4347,3.847508724,3.683875225,0.0627004
b4625,3.360345429,2.880859952,0.222110015
b4348,4.129005292,4.143149751,-0.004933699
b4349,5.318670706,4.784225029,0.152780469
b4350,4.145870304,5.057807623,-0.286837179
b4351,5.51715511,5.723626465,-0.053004981
b4352,5.922797286,5.894663045,0.006869362
b4353,5.644036426,5.518546526,0.032438959
b4354,3.895105202,8.309329253,-1.09306973
b4355,3.981004827,3.726182781,0.095434176
b0441,8.339061245,7.918385913,0.074678603
b4356,4.075185697,4.082640415,-0.002636704
b4357,5.565060225,7.388998682,-0.408981571
b4358,2.052328403,2.621593672,-0.353182494
b4359,4.695146767,4.731658136,-0.011175586
b4360,6.591402113,5.603302903,0.234307902
b4361,6.233648934,5.386184883,0.210813156
b4362,6.0451528,5.15103152,0.230917438
b4363,2.914360828,3.516740366,-0.271059319
b4364,4.547713049,4.180484539,0.121471059
b4365,1.851587359,2.4145548,-0.382994589
b0442,5.090295116,5.398323814,-0.084762218
b4366,6.624809377,6.365236147,0.057664905
b4367,10.11594457,9.795600361,0.046425216
b4567,10.4632895,12.08847593,-0.208295882
b4368,8.756497336,10.03113194,-0.196058611
b4369,8.682039695,9.614314353,-0.147149956
b4370,8.00513839,8.951300193,-0.161170908
b4371,5.756192679,5.424334296,0.085668792
b4372,5.352939759,4.865332433,0.137793034
b4373,5.509725905,4.583114221,0.265652309
b4374,5.808597659,4.956284854,0.228930797
b0443,6.322030159,4.510623453,0.487061063
b4375,6.682697207,6.485170623,0.043285975
b4376,9.211531215,6.803357857,0.437194016
b4568,11.06123284,8.436014891,0.390878645
b4377,6.479110651,5.523728449,0.230153399
b4378,6.007951395,5.01788716,0.259793113
b4379,4.091012246,4.966416488,-0.279747396
b4380,4.527019637,6.035436758,-0.414896612
b4381,7.179928745,7.987804027,-0.153829412
b4382,6.22494577,6.037996098,0.043991444
b4383,7.549193216,7.834667505,-0.053549578
b0444,7.065836597,6.704057761,0.075825807
b4384,7.675593276,8.101861591,-0.077975173
b4385,4.783479938,4.397503704,0.121375755
b4386,5.44468896,5.461747585,-0.004513007
b4387,5.98949589,5.278052588,0.182428858
b4388,6.515516904,5.661251663,0.20275858
b4389,6.360294727,6.092633487,0.062027664
b4390,6.178006193,6.276261026,-0.022764037
b4391,7.834025929,7.435464205,0.075331089
b4392,6.052980073,5.877872235,0.042351602
b4393,5.310713804,5.619841273,-0.081623599
b0445,5.98281583,7.015157985,-0.229650941
b4394,6.452022953,5.939778693,0.119342391
b4395,7.057131221,6.657310773,0.084142319
b4396,7.647299319,8.39216348,-0.134092439
b4397,6.804254137,6.077899906,0.16286411
b4398,4.088802481,1.751036497,1.223469218
b4399,4.804505977,4.167379439,0.205247631
b4400,4.534042702,3.5529828,0.351767274
b4401,8.497950879,8.817484556,-0.053252139
b4402,8.66038333,9.079910558,-0.068247203
b4403,5.109984893,4.995121269,0.032799323
b0446,6.394556462,5.827528715,0.133960086
b0046,4.628614345,3.998617116,0.211079219
b0447,5.594514457,4.819328811,0.21518069
b0448,4.959852422,4.236080332,0.227567246
b0449,4.833242019,4.44867965,0.119614024
b0450,4.460688667,6.369579794,-0.513931741
b0451,5.212915685,5.92625684,-0.185030627
b0452,6.517476957,6.26984508,0.055883781
b0453,7.940079309,6.484680956,0.292117822
b0454,7.186668589,6.648620483,0.11226813
b0455,3.351609573,4.629916009,-0.466131922
b0456,6.790237718,4.980934993,0.4470455
b0047,4.943588337,4.539356571,0.123070794
b0457,5.16105371,4.705913011,0.133190992
b0458,6.210095759,5.354439292,0.213880009
b0459,5.865495474,4.518953243,0.376264352
b0460,8.549461634,7.428247967,0.2028116
b0461,7.894823905,7.326126645,0.107856446
b0462,8.233673469,7.718038035,0.093302082
b0463,8.125505504,7.279528858,0.158612489
b0464,6.736007498,5.752596018,0.227680585
b0465,5.95287799,5.874865613,0.019031475
b0466,5.825433818,5.361193227,0.119811357
b0048,6.4227793,5.942198624,0.112200894
b0467,5.800461407,5.464554438,0.086063798
b0468,7.976274241,7.468433998,0.094909247
b0469,7.586105823,7.06476791,0.10271733
b0470,6.994866616,6.834649583,0.033429175
b0471,9.214970259,9.422134913,-0.03207448
b0472,7.558405447,7.558363218,8.0604E-06
b0473,6.424675322,7.250719794,-0.174500674
b0474,9.39886205,8.955539706,0.069705717
b0475,4.491661706,3.979630488,0.174614792
b0476,4.007380321,4.332416274,-0.112512433
b0049,6.272005405,5.630263774,0.15572429
b0477,6.173404304,5.47619438,0.172892622
b0478,6.30038022,5.922330905,0.089273794
b0479,4.530651904,4.425247016,0.033960663
b0480,7.027704777,7.214243992,-0.03779463
b0481,6.437404969,5.674389475,0.182014053
b4585,3.113958501,2.764759465,0.171595747
b0482,5.933205229,5.438110478,0.125706226
b0483,8.505390849,7.716981056,0.14034097
b0484,7.068989565,7.617252949,-0.107766792
b0485,6.254723044,4.447806632,0.491851936
b0050,7.287633157,6.817803601,0.096143298
b0486,5.907578749,4.252368653,0.474300281
b0487,7.076102015,6.726985661,0.072994664
b0488,6.530912386,6.754649513,-0.048596358
b0489,5.892875401,6.341453442,-0.105841777
b0490,5.342101372,5.221139692,0.033042594
b0491,5.040672843,4.922982467,0.03408372
b0492,7.974116534,7.310178714,0.125418013
b0493,6.805075863,5.961894359,0.190840433
b0494,7.506162604,6.470592848,0.214177643
b0495,6.111129905,5.02639107,0.281916227
b0006,6.157658247,5.625412489,0.130422912
b0051,7.216476578,6.810740265,0.083483003
b0496,5.429773816,4.700906159,0.207953221
b0497,4.117201593,3.698186752,0.15484601
b0498,5.817437222,5.722942668,0.023626583
b0499,4.584435283,4.548783384,0.011263297
b0501,2.12634008,2.405579537,-0.178012145
b4632,2.69977392,2.354467408,0.197437848
b0502,5.488101007,4.734548559,0.213080163
b0503,3.575727542,3.513292661,0.025413053
b0504,1.919808952,3.243137405,-0.756427399
b0505,3.160112161,2.847675557,0.150190979
b0052,2.464227309,1.632357078,0.59417866
b0506,8.469668361,7.808936118,0.11717947
b0507,2.966621803,2.687828186,0.142380098
b0508,1.947774728,1.929888744,0.013309151
b0509,2.933979248,2.593560919,0.17792441
b0511,1.295608956,2.219504273,-0.77660714
b0512,2.592382184,2.497302926,0.053907592
b0513,3.314700987,2.897879761,0.193880998
b0514,4.426421426,3.763455002,0.23408309
b0515,6.795638796,5.066408823,0.423645675
b0516,4.958424573,3.961595899,0.323800084
b0053,8.546706446,8.290689868,0.043876418
b0517,2.292956904,2.50324151,-0.126588248
b0518,1.64267201,2.028936669,-0.304679386
b4572,2.556673601,2.618156449,-0.034283319
b0520,2.744264931,2.57634576,0.091093542
b0521,2.875701125,3.025590308,-0.073302904
b0522,4.208381029,5.887677083,-0.484433214
b0523,4.378046061,6.248417924,-0.513203818
b0524,6.136048929,5.705185488,0.105036195
b0525,10.67299986,10.41936813,0.034697942
b0526,6.354941488,6.293522151,0.014011199
b0054,8.179470594,7.775458417,0.073079735
b0527,3.486914029,3.022231323,0.206336705
b0528,6.16627376,7.148345893,-0.213210504
b0529,7.422277162,7.648566908,-0.043327584
b0530,2.046735968,2.352191763,-0.200680676
b0531,2.108332067,2.004380313,0.07294584
b0532,2.809687942,2.304452165,0.285986085
b0533,0.508885947,1.966243226,-1.950027539
b0534,2.02383726,2.257419716,-0.157581395
b0535,2.155626684,1.924033178,0.163973674
b0536,4.649874259,3.119986718,0.575651816
b0055,6.236092497,6.353133748,-0.026826064
b0537,7.236221926,6.726044192,0.105478397
b4633,3.715820537,3.375521437,0.138570444
b0539,3.598258675,3.143236533,0.195048063
b4508,2.371697889,2.468862554,-0.057926273
b0542,5.582854105,4.297234287,0.37759442
b0298,5.537475911,2.314765015,1.258362773
b1026,5.277638322,3.023711666,0.803571912
b0543,5.446708297,4.941973109,0.140297444
b0544,1.153656426,1.780165801,-0.625797983
b0545,4.842897741,4.529094846,0.096647789
b0056,6.863219221,7.172125193,-0.063515234
b0546,6.27353038,5.46716532,0.198484535
b4588,2.645893118,2.487721506,0.088929796
b0547,2.117666314,2.460770078,-0.216634588
b0548,1.414258385,1.853959192,-0.390563764
b0549,1.831416352,2.140907959,-0.225262964
b0550,1.555247606,2.129038513,-0.453057762
b4509,2.293829491,2.568490122,-0.163162371
b0551,3.990517671,3.772246984,0.081151775
b0553,7.449877657,7.650386454,-0.038315893
b0259,3.978340618,7.047721346,-0.824990082
b0058,6.067656766,5.947093043,0.028954831
b0554,5.490897983,4.046342779,0.440423567
b0555,5.294110624,3.865945411,0.453567075
b0556,4.474525506,3.46018956,0.370883627
b4510,5.840930991,5.051626533,0.209450355
b0557,6.690715929,6.320911047,0.08202808
b0558,4.028373632,2.481949639,0.698723657
b0559,6.40865251,4.968062643,0.367337681
b4589,5.627211035,4.388252657,0.358773477
b0560,3.917935058,3.104295821,0.33582744
b4634,3.132217155,2.626536626,0.254022535
b0059,5.876739612,5.477109471,0.101601261
b0561,2.964142642,3.101541193,-0.065370411
b0562,3.651087373,3.19406003,0.192934766
b0563,2.978138287,3.007451411,-0.014130683
b0564,6.332978073,5.50659263,0.2017242
b0565,9.652974189,10.36610994,-0.102829173
b0566,3.672491179,2.745687549,0.419591565
b0567,3.027064398,2.55188478,0.246356176
b0568,3.338059678,3.048149159,0.131076246
b0569,3.042353215,2.557218444,0.250612254
