Blattner,WT_20nM_PN_AVE,WT_5uM_PN_AVE,pdxBJ_20nM_PN_AVE,pdxBJ_5uM_PN_AVE,yggS_20nM_PN_AVE,yggS_5uM_PN_AVE
b3475,5.116417406,5.115287899,5.627606037,5.256431333,5.524509912,5.339897463
b3476,1.202699316,1.976718183,1.515796312,1.2998987,1.456406305,1.046472716
b3477,1.270401147,2.066705303,1.196840383,1.135727318,1.565028963,0.976269584
b3478,1.283442768,2.242996431,1.261407484,1.222708108,1.633095449,1.312982174
b3479,1.652459517,2.451147591,1.874228001,1.806967221,2.011848394,1.858308127
b3480,2.054587323,2.515160436,2.59608428,2.688910215,2.421721764,2.086099787
b3481,5.128069417,5.036498294,6.465028026,6.610396115,5.609186382,5.683546254
b3482,1.899227829,2.606880728,2.406525792,2.203978006,2.313352884,1.879791649
b3483,1.277310426,2.308805772,2.538922375,2.195360298,1.948859933,1.62011532
b4552,1.349251608,2.693242222,2.396311801,2.335413298,2.103091362,1.59608312
b0347,0.576283539,1.708108051,1.042452304,0.869689104,1.088980623,0.440633862
b3484,0.705980187,1.866168868,1.390631477,1.143231002,1.244924094,0.651092594
b3485,2.917622344,3.277200336,4.406208852,4.082896678,3.972843695,3.408099742
b3486,2.69469872,2.986189789,3.461468377,3.425854822,3.32921897,2.448219017
b3487,4.794267276,4.900797671,5.163822729,5.394796446,5.487389901,4.806732524
b3488,0.845269199,2.003175063,1.600289751,1.259050531,1.319091187,0.964234391
b4660,0.347675623,1.963173726,0.854027093,0.667884153,0.83587177,0.555752388
b3491,1.786394051,2.411911453,2.880405079,2.210106529,2.176545275,2.010324469
b3492,4.658001827,4.572222485,4.402805436,4.364131926,4.747286067,4.63386163
b3493,6.744398786,6.358667922,6.25819875,6.867777625,6.54815603,7.049174328
b3494,6.446632244,6.835299901,6.634635451,6.344713733,7.192966536,6.175062183
b0348,0.540143029,1.5228382,1.117030604,0.950577086,0.965982606,0.648099744
b3495,11.12856786,11.16956767,10.60958396,11.07173336,11.66063697,10.63523657
b3496,3.917941891,4.031898223,4.368939631,4.135554937,4.376297722,3.467699144
b3497,4.567351801,4.634314885,5.069831262,4.983582106,5.026395061,4.536411326
b3498,6.102619263,5.972905316,6.344447602,6.294692293,6.278622942,5.933698996
b3499,5.483884434,5.388641766,5.338901779,5.056877416,5.588169789,5.502168387
b3500,6.916945627,6.857112606,6.529035052,6.70319623,6.944451381,6.546852475
b4613,5.755941669,5.768544306,5.762364194,5.288871623,5.756617419,5.441881486
b4712,3.667394826,3.921921971,4.189221796,3.562093072,3.630189273,3.782914224
b4713,1.010907579,2.207369418,1.277540213,0.96243032,1.148536541,1.090021343
b3501,2.640364588,2.875334044,3.03211576,2.320378738,3.401596132,3.007430157
b0349,3.709938807,3.724042904,5.623385445,4.829690984,3.822057787,3.717611883
b3502,1.930633029,2.436847039,2.492435854,2.248412306,2.355964064,1.948137078
b3503,3.595844394,3.79776713,4.23101602,3.956432688,4.044389318,3.335981218
b3504,0.298813918,1.855061326,0.945455154,0.568995587,0.842822997,0.460025229
b3505,1.145366995,1.348987336,1.419072023,1.618854412,1.460109922,1.364842047
b3506,6.550739995,6.754685656,7.141536893,6.277321181,6.0127886,6.490922816
b3507,1.82636799,2.724162847,3.420288507,2.027831194,2.365424214,2.389075334
b3508,2.461778643,2.996342059,4.050326178,2.298367733,2.229960559,3.089700027
b3509,8.587703115,8.762012487,9.498602662,7.602598344,8.164537107,8.626327838
b3510,10.36903751,10.53803755,11.32532467,9.624942093,9.848212961,10.62587711
b3511,7.4513209,7.606699626,8.11854974,7.035506423,6.719673615,7.676696308
b0350,4.164303931,4.353313784,6.205290698,5.336352724,4.50498929,4.178784553
b4704,5.383902712,5.968908868,6.755807508,5.5034703,5.839828895,6.312803173
b3512,4.223850835,4.465138957,5.475032171,4.256032881,4.517134365,4.545738574
b3513,2.382869568,2.53803551,2.983634451,2.321471169,2.099225002,2.406794578
b3514,2.867752843,3.328575807,3.378434382,2.873831502,2.731015071,3.023568236
b3515,5.069524314,5.37520865,5.850192891,5.129523432,5.550237578,4.593064697
b4452,5.291971097,5.481779511,6.089187755,5.108921319,5.893851073,4.934394257
b3516,5.254240847,5.526689999,6.328855946,5.444284665,6.162005978,5.649897248
b3517,5.00815616,5.291283074,6.429132828,4.776639565,4.391212585,5.130949921
b3518,3.47702371,3.542996799,3.740593988,3.859533848,3.708536086,2.918768708
b3519,4.006190663,4.161403142,4.80470807,4.179693263,4.512996785,3.846358062
b0351,3.940099417,3.894259438,5.726759555,5.040194508,4.21612691,3.566577157
b3520,3.223850256,3.806197894,4.552000367,3.711050152,3.647363762,2.920649546
b3521,2.279181246,2.713524714,2.984566683,2.607882271,2.463391169,2.280250764
b3522,3.704921083,3.951682353,4.98098274,4.294145319,4.398779111,3.490625923
b3523,7.264302201,7.207213939,8.025889844,8.958885343,7.741885159,6.987249287
b3524,3.724445418,4.104425719,5.094468325,4.440017252,4.374930545,3.508035021
b3525,1.481741996,2.141825965,2.551865872,5.661857647,2.076248615,1.698373086
b3526,5.135587428,4.896665583,5.28611041,5.431753896,5.108706716,5.280621397
b3527,4.331693155,4.346349262,5.217399708,4.509131166,4.647589807,4.481498816
b3528,7.507338508,7.612128313,5.253244193,7.414263081,7.9661506,7.463647496
b3529,4.215489512,4.169102271,4.621189184,4.346260607,4.315012119,4.240109255
b0352,4.46760921,4.565709896,6.085340071,5.781919958,4.89172786,4.040243077
b3530,2.982628501,3.348660302,3.895834423,3.290949456,3.14426013,3.112119456
b3531,2.271222614,2.820184097,3.073436368,2.777456787,2.476073346,2.376872614
b3532,2.484666818,3.027491096,2.964607479,2.957805139,2.742893595,2.691765056
b3533,2.038935583,2.520280378,2.753286482,2.246339422,2.380501642,2.091298438
b3534,3.932319237,4.087793592,5.413648557,4.730901801,4.862776918,4.493303937
b3535,6.504427823,6.649646506,7.505963297,6.950725436,7.600945915,7.380976585
b3536,6.835169539,6.91871447,7.034629203,6.955888739,7.414649415,6.779285541
b3537,5.472246594,5.685894281,6.004655821,5.7273757,6.003028789,4.909016675
b3538,5.495164144,5.527420206,5.850577824,5.734603324,5.884420176,5.168174884
b4453,4.655765701,4.835591569,5.316455779,5.247789042,5.380760531,4.708338389
b0037,2.767778161,3.092325481,3.075849778,2.927270036,2.898402581,2.590482662
b0353,3.315196094,3.801673865,5.245463111,4.760862029,3.754389072,3.371579861
b4454,3.892564942,4.190395756,4.413297163,4.300983368,4.583033845,3.813094627
b3539,4.183368496,4.308347673,4.868513066,4.749575499,4.384923168,4.046110317
b3540,6.757639376,6.615669012,6.677466791,7.599001829,6.509687759,5.687634092
b3541,6.648438206,6.445385583,6.987779914,7.634368503,6.459776434,5.618752871
b3542,6.191606561,5.930789457,6.859022804,7.238232797,6.000285938,5.199023658
b3543,5.64759813,5.401387484,6.71783298,6.695251826,5.526368683,4.835198007
b3544,9.716387929,9.515699613,9.56987259,10.19475444,9.324828322,7.950893514
b3545,3.016618689,3.124471255,3.345472105,2.937638496,3.005685247,2.68559893
b3546,4.769944718,4.608860439,5.378938783,5.202187775,4.859896622,4.512935912
b3547,2.827388095,3.047591699,3.998362223,3.786237391,2.966454166,3.551923252
b0354,6.830079873,6.683697502,7.125132159,7.126255829,6.963119367,7.334067587
b3548,4.796750177,4.896816328,5.846973357,5.272349378,5.803256441,5.135710613
b3549,6.04778761,6.001661538,6.707727513,6.580377817,6.21870416,5.847937568
b3550,5.139502352,5.197353224,5.607778779,5.618989641,5.318581632,4.760041221
b3551,5.355675591,5.338525592,5.333064689,5.509784511,5.40075793,5.066412492
b3552,3.693202308,3.67430207,4.14890278,5.002078177,3.980859601,4.420507359
b3553,6.995028707,6.6517796,7.524028005,7.483812466,6.91727347,6.732659153
b3554,7.890514087,7.772170761,8.292422743,8.24262216,8.297051455,8.144476926
b3555,7.841494851,7.964779624,8.58484715,7.534410224,8.24464915,7.374562545
b3556,14.17083124,14.21987251,14.78005917,13.70440285,14.31810092,14.57809814
b4647,1.317657531,1.653214475,2.109705354,1.956079002,1.866388972,1.264269754
b0355,3.665426273,3.577510256,4.14509586,4.019301686,3.897870926,3.402382762
b4455,0.96876146,1.400409572,1.137016633,0.86735852,1.387998745,1.625901841
b3557,2.275073837,2.53761229,3.452020085,3.118092525,2.688004471,2.551845565
b3558,1.394278841,2.205211051,2.304138475,1.808862548,1.984879561,1.435339064
b4614,2.921079649,3.120132679,2.879724363,3.384770342,3.555476495,2.64032428
b3559,8.15622463,8.010570041,7.74515451,7.824962279,8.124513806,7.84880121
b3560,7.869741258,7.653741254,7.895570934,7.897693199,8.267615457,8.27364637
b4553,2.913897218,3.3553438,4.728183645,4.243106658,3.883887412,3.66820029
b3561,2.610461514,2.953558105,3.539504361,3.062164553,2.998496093,2.548474159
b3562,2.265967334,3.274731628,3.102191088,2.830270874,3.191314446,2.545750186
b3563,1.437368083,2.340090539,2.744188882,2.105587698,2.0899763,1.583690716
b0356,4.339042932,4.265331184,4.74303396,4.699434947,4.573183435,4.087849844
b3564,2.891423337,3.410167259,3.614586015,3.522298165,3.660990735,3.404070543
b3565,3.076609817,3.459524483,3.389143242,3.084937843,3.572906913,2.95358661
b3566,2.552073497,3.085891131,2.301700037,3.051729245,3.193218304,1.729154798
b3567,2.400187322,3.008722902,3.422301786,2.893548278,3.209909312,2.671825096
b3568,2.322771648,2.668966551,3.027121718,2.588471737,2.63419805,2.096578767
b3569,3.142077315,3.301003667,3.706057683,3.208969931,3.504376894,3.055091305
b3570,5.144057616,5.43076465,5.004288379,5.40759714,5.251265891,5.771936449
b3571,3.622635038,3.81689402,3.987259557,3.654083265,4.262014121,4.074586728
b3572,6.581156167,6.429373969,7.198596772,6.934887359,6.437570311,6.684366462
b3573,6.511606994,6.129319715,5.569773325,5.724268687,6.599709047,5.690728367
b0357,4.817691679,4.782335665,5.021355043,5.193574668,5.127877898,4.690044806
b3574,4.627605534,4.517817613,5.486001208,5.503301089,4.653009234,4.815465405
b3575,1.333471446,2.003759217,1.514075276,1.338273959,1.569852937,1.199162009
b3576,0.306171761,1.370830649,0.671262053,0.829301012,0.736063016,0.328607199
b3577,0.172010858,1.410336378,0.6301587,0.525547069,0.698197066,0.244746242
b3578,0.591886779,2.016156714,1.264731582,1.032484525,1.260171425,0.629595577
b3579,0.414397402,1.789858676,0.735637444,1.032419127,0.865375867,0.558497397
b3580,1.000154697,2.178728039,1.586987546,1.304186691,1.36466975,0.873127071
b3581,1.508266311,2.379926473,1.73688532,1.749450935,1.81869917,1.20626509
b3582,1.514353231,2.110106214,1.856123308,1.671937659,1.650633022,1.15353485
b3583,2.013521977,2.730923765,2.49993507,2.381402412,2.42650172,2.088609387
b0358,1.496986932,2.248191223,2.943669122,2.037753173,2.006184004,1.81328895
b4648,1.059174166,2.011747299,1.708753781,1.814201411,1.627986645,1.255946524
b4649,1.255814028,2.152473103,1.978717709,1.769323946,1.884392376,1.133856743
b3584,1.448521269,2.290520049,2.65570925,2.346099721,2.179697156,1.869673621
b3585,3.282480125,3.629054035,3.214388248,2.893747256,3.578644954,3.02357613
b3586,1.201052104,2.096295203,2.028157909,1.967600754,1.735203357,1.186034066
b3587,0.67492064,1.741654878,1.243807531,0.747231554,1.122953093,0.693460918
b3588,4.444434339,4.651384427,4.879831427,4.124165066,5.07533197,4.040595908
b3589,0.84075064,1.832378845,1.589383961,1.014945254,0.979249551,0.785774998
b3590,6.428549027,6.069228002,5.537987288,5.784625127,6.223174686,5.698250849
b3591,6.689436948,6.37899944,5.638696542,5.995865379,6.729921653,6.275003406
b4579,0.976542686,1.731229175,2.599473248,1.447445049,1.459540704,0.820823687
b3592,5.248896913,5.103687493,6.451774356,6.270445496,6.058435919,5.626045412
b3593,2.077666494,2.744151558,2.952355623,2.472155805,2.509213204,2.076873212
b3594,2.646263776,3.014275345,3.704070523,3.263478785,3.239121006,2.836544651
b3595,2.725951172,3.300554346,3.451547343,3.306149633,3.490595601,3.001377914
b3596,0.625739056,1.919828899,2.003718965,1.562877515,1.34287299,1.117672002
b4650,0.648988203,2.042423851,2.15156803,2.050998063,1.466297141,1.129040404
b4651,0.492975086,1.804322902,1.398817453,1.271231732,0.998626061,0.574383586
b4615,0.347763631,1.671103381,0.653281258,0.637172305,0.72977523,0.36591529
b4652,0.751222717,1.816168005,1.986263644,2.398901123,1.877600284,0.746013416
b3597,2.623279582,3.24532976,3.392827239,4.065406243,3.971088604,3.027129603
b0360,5.303539654,5.440100133,5.724523764,5.391621245,5.356635656,5.016709869
b3598,4.089549833,4.494629247,4.471769158,5.232213159,5.187752085,4.483258585
b3599,5.932304662,6.139371975,5.012499917,5.330272208,6.394709212,5.521502372
b3600,6.22779501,6.125872249,6.181963989,5.920893549,6.258626746,5.91468682
b3601,6.31297827,6.602005945,6.640654849,7.107059622,7.248644487,6.178467714
b4554,7.932324243,8.273361787,8.215467153,8.924647059,8.914396188,7.809694867
b3602,7.199900145,7.283620335,7.038751669,7.490815271,7.44544361,7.448842934
b3603,2.794223152,3.010282939,2.553669671,3.563156917,3.524616048,2.805997383
b3604,2.584274762,3.087603845,3.389820932,3.286703605,3.328087463,2.886459206
b3605,3.130363956,3.649832973,4.227521862,3.885505554,3.749115821,3.208205731
b3606,4.141869846,4.257862831,4.635851748,5.118084424,4.39441141,4.867912413
b0361,3.968308191,4.27373428,4.845450414,4.1634733,4.131792681,3.638606481
b3607,5.658249211,5.770259252,5.913305345,5.949882471,5.725027584,6.179360989
b3608,6.517504681,6.540547161,6.281694526,6.4719993,6.513579143,6.61808934
b3609,9.028929168,8.932020712,8.655479852,8.836603438,9.304354397,8.935455076
b3610,8.102046427,8.105980676,7.866315338,8.029878954,8.374480474,8.113858701
b3611,7.591178227,7.466161739,7.224085495,7.563679228,7.839221189,7.8692958
b3612,9.298560492,8.815498462,8.227108241,8.340681384,8.73628505,8.674448488
b3613,5.073336643,4.872074261,5.558903403,5.248146093,5.114714653,5.314167205
b3614,3.807344234,3.722875472,4.221217928,4.05694703,3.735334929,3.939109572
b3615,1.57774127,2.386636445,2.102256482,2.38184748,2.106421577,1.961330025
b3616,5.325316224,5.361050947,5.395651053,5.42551053,5.724275404,4.699119362
b0363,1.288613686,1.790312301,2.520448591,1.720828985,1.608085769,1.208288686
b3617,5.654842058,5.608840327,5.465523927,5.604814135,5.948545075,4.914071486
b3618,4.414288177,4.620663029,4.25142946,4.404763597,5.090201846,4.478332793
b3619,7.540360279,7.489781341,6.824411942,7.026325332,7.531970812,7.269410839
b3620,6.468503338,6.515004792,6.0039375,5.932857559,6.440058559,6.16268352
b3621,5.109346592,5.222973414,5.265456723,4.942480799,5.36577011,5.224663492
b3622,4.79727231,5.05236182,4.721321977,4.847142187,4.953498335,4.960040255
b3623,4.70239916,4.96542991,5.037691697,4.671461848,4.936917221,4.678072053
b3624,4.374866657,4.543276108,4.633111338,4.290083308,4.473341611,4.328265918
b3625,4.771561955,4.906701757,4.907047537,4.658675573,4.8793138,4.679238749
b3626,5.405750465,5.584423564,5.337741592,5.241680808,5.604363469,5.263275231
b0038,2.360438226,2.626765095,2.563017188,2.359149517,2.42733303,2.106456919
b0364,0.694797413,1.384850901,0.966464051,0.921278355,0.802928738,0.421617887
b3627,5.492212767,5.752323449,5.651465754,5.487233886,5.789909271,5.457002106
b3628,5.357699511,5.505240346,5.512262744,5.073834592,5.648810082,5.248657849
b3629,5.253134349,5.494979867,5.523773924,5.347953532,5.677643234,5.215389823
b3630,5.412552925,5.432471286,5.607247601,5.332418916,5.857349409,5.395170726
b3631,5.825141121,5.951866641,6.063680307,5.575906907,6.103551271,5.806571135
b3632,5.976623332,5.983287955,6.479854825,5.628581894,6.116602614,6.003686531
b3633,4.762332575,4.478288115,5.093528092,5.261915933,4.828036627,4.940763521
b3634,5.361086093,4.85368396,4.966602868,5.640488541,5.195151763,5.440115165
b3635,3.970293499,4.0045905,3.816485014,3.929390795,4.205652029,4.283799401
b3636,10.76753756,10.50049394,9.629405188,10.52900495,10.81086939,11.47459307
b0365,1.181463181,2.321724152,2.847541555,3.029697557,1.389030367,1.741627869
b3637,11.12861503,10.92509625,10.0490205,10.67354036,11.08055506,11.68333978
b3638,5.861578665,5.891426715,5.780729228,6.290090598,6.328664059,6.052961169
b3639,5.767829314,5.577443181,5.738859412,5.644038453,6.016070192,5.951549337
b3640,6.613089385,6.422635073,6.504887756,6.592971473,6.785526314,6.860080082
b3641,5.458917045,5.188192542,5.528015109,5.540933752,5.535895392,5.886711797
b3642,2.697530112,3.639501421,2.623729689,3.01982331,3.336422103,3.251089472
b3643,5.902138911,5.331887653,5.185579359,5.661256728,5.67817605,6.20015737
b3644,7.391187693,7.130384455,6.81010063,7.014046342,7.209901154,7.465843441
b3645,3.730083694,4.175653434,3.66615295,3.588810202,4.23311954,3.821211809
b3646,1.892569155,2.595604704,2.829267715,2.375893764,2.399022478,2.762252746
b0366,1.57975117,2.450795166,2.885704211,2.852383155,1.430209585,1.706050208
b3647,2.599115168,3.333047239,2.93397956,3.21495773,3.097287529,2.556815396
b3648,7.594822512,7.495890529,7.892109421,7.24682829,8.027519737,7.775502424
b3649,9.855633424,9.773774039,9.59067916,9.707346368,10.05436299,9.769339131
b3650,6.655140311,6.568167743,6.60212359,6.288481731,6.649828827,6.501771203
b3651,5.00141898,5.087811526,4.89925527,4.969770155,5.092270038,5.056276222
b3652,4.19279658,4.383481907,4.05348397,4.145173035,4.275068078,4.378051117
b3653,5.230880468,5.157525391,5.236407911,4.864943364,5.104422535,4.962981245
b3654,4.931397918,4.818563486,3.276264685,4.875189797,4.235292977,6.183669308
b3655,5.375605436,5.357002841,7.107868627,7.006376297,5.63928916,5.263701065
b3656,2.464624476,2.900262048,3.153830475,3.046527879,2.74433533,2.22017778
b0367,1.588239789,2.419056904,3.167641151,2.942030383,1.823534756,1.875280178
b3657,1.493870125,2.38825694,2.153924268,1.966829862,2.016175409,1.521269453
b3658,1.510107517,2.627112328,2.118074892,2.525204617,2.487187453,2.059525791
b4653,0.999544189,2.152192084,1.521920051,1.331367636,1.673141393,1.284455993
b3659,0.411165007,1.768323296,1.565633413,1.0934057,0.997869695,0.603799982
b3660,4.851568328,4.809058588,5.68161046,5.242536375,4.869867072,4.862812858
b3661,6.939778111,6.885414725,8.1621466,8.004550938,7.000310395,6.590880761
