feature_ids	Fucose_1_RPKM	Fucose_2_RPKM	Fucose_3_RPKM	Glucose_1_RPKM	Glucose_2_RPKM	Glucose_3_RPKM
b3290	40.0	79.0	65.0	46.0	74.0	49.0
b3291	385.0	322.0	348.0	659.0	238.0	306.0
b3292	83.0	69.0	81.0	140.0	86.0	95.0
b3293	130.0	97.0	110.0	250.0	124.0	138.0
b3294	833.0	1361.0	1036.0	693.0	1706.0	1358.0
b3295	1595.0	2605.0	1987.0	1160.0	3428.0	2662.0
b3296	1890.0	2735.0	2224.0	1542.0	3434.0	2978.0
b3297	1489.0	2270.0	1676.0	1229.0	2810.0	2066.0
b3298	2452.0	3769.0	2930.0	2074.0	4964.0	3795.0
b3299	3309.0	3512.0	3065.0	3397.0	4664.0	3506.0
b3300	1953.0	1802.0	1582.0	1624.0	3207.0	2670.0
b3301	1963.0	1569.0	1158.0	1212.0	2760.0	2601.0
b3302	572.0	292.0	214.0	397.0	474.0	531.0
b3303	1075.0	1043.0	709.0	798.0	2083.0	1686.0
b3304	1018.0	1108.0	819.0	819.0	2222.0	1853.0
b3305	1305.0	1820.0	1231.0	1198.0	3048.0	2920.0
b3306	1297.0	1786.0	1299.0	1115.0	3016.0	3004.0
b3307	2137.0	3504.0	2345.0	1878.0	4486.0	5236.0
b3308	1890.0	3261.0	2134.0	1646.0	4027.0	3396.0
b3309	1296.0	1814.0	1280.0	965.0	2313.0	2077.0
b3310	2378.0	4348.0	3183.0	1597.0	5780.0	5193.0
b3311	1130.0	1062.0	821.0	577.0	1908.0	1689.0
b3312	741.0	620.0	482.0	351.0	1386.0	1651.0
b3313	1260.0	1110.0	801.0	607.0	2508.0	2232.0
b3314	1596.0	1387.0	980.0	785.0	3138.0	2801.0
b3315	1744.0	1256.0	798.0	928.0	2899.0	2991.0
b3316	1068.0	880.0	561.0	615.0	2153.0	2362.0
b3317	928.0	1354.0	751.0	533.0	3030.0	2494.0
b3318	1420.0	1554.0	891.0	852.0	3176.0	3526.0
b3319	1110.0	1538.0	816.0	700.0	3187.0	2475.0
b3320	1639.0	2543.0	1330.0	947.0	4885.0	3963.0
b3321	2292.0	3581.0	1949.0	1349.0	6979.0	6025.0
b3322	11.0	13.0	11.0	12.0	11.0	8.0
b3323	4.0	2.0	2.0	3.0	2.0	2.0
b3324	9.0	4.0	4.0	2.0	3.0	2.0
b3325	7.0	5.0	5.0	5.0	6.0	5.0
b3326	3.0	2.0	2.0	2.0	3.0	2.0
b3327	4.0	4.0	5.0	5.0	5.0	4.0
b3328	2.0	1.0	1.0	2.0	2.0	1.0
b3329	2.0	1.0	1.0	2.0	1.0	1.0
b3330	2.0	2.0	2.0	2.0	1.0	1.0
b3331	4.0	4.0	5.0	5.0	4.0	4.0
b3332	7.0	5.0	4.0	6.0	5.0	4.0
b3333	11.0	11.0	11.0	8.0	10.0	8.0
b3334	9.0	4.0	5.0	4.0	5.0	6.0
b3335	14.0	10.0	11.0	9.0	10.0	8.0
b3336	233.0	194.0	193.0	171.0	147.0	123.0
b3337	524.0	386.0	390.0	391.0	432.0	403.0
b3338	12.0	12.0	12.0	15.0	10.0	8.0
b3339	524.0	714.0	601.0	597.0	1230.0	1083.0
b3340	1915.0	2208.0	1700.0	1369.0	3696.0	3425.0
b3341	1806.0	2550.0	1845.0	1199.0	3591.0	3278.0
b3342	2355.0	3948.0	2799.0	1773.0	5508.0	4709.0
b3343	104.0	123.0	157.0	152.0	118.0	87.0
b3344	20.0	33.0	29.0	25.0	31.0	21.0
b3345	54.0	86.0	79.0	79.0	94.0	68.0
b3346	173.0	252.0	239.0	183.0	261.0	216.0
b3347	445.0	634.0	533.0	491.0	514.0	536.0
b3348	47.0	54.0	58.0	66.0	52.0	53.0
b3349	408.0	1160.0	962.0	564.0	1189.0	934.0
b3350	9.0	13.0	12.0	16.0	10.0	5.0
b3351	12.0	21.0	18.0	27.0	18.0	8.0
b3352	20.0	38.0	34.0	22.0	38.0	29.0
b3353	10.0	22.0	19.0	12.0	24.0	15.0
b3354	8.0	27.0	24.0	8.0	19.0	15.0
b3355	41.0	64.0	71.0	36.0	55.0	36.0
b3356	158.0	377.0	425.0	77.0	203.0	194.0
b3357	1387.0	1960.0	1660.0	692.0	1109.0	1258.0
b3358	30.0	71.0	56.0	24.0	52.0	33.0
b3359	20.0	56.0	35.0	20.0	118.0	126.0
b3360	9.0	23.0	24.0	17.0	20.0	15.0
b3361	34.0	68.0	86.0	98.0	50.0	27.0
b3362	15.0	23.0	29.0	47.0	21.0	9.0
b3363	66.0	159.0	120.0	36.0	99.0	51.0
b3364	13.0	12.0	10.0	31.0	56.0	44.0
b3365	37.0	25.0	27.0	11.0	314.0	297.0
b3366	19.0	11.0	9.0	13.0	104.0	100.0
b3367	6.0	5.0	4.0	9.0	28.0	58.0
b3368	27.0	37.0	30.0	25.0	47.0	57.0
b3369	58.0	24.0	21.0	37.0	28.0	19.0
b3370	1.0	1.0	1.0	1.0	0.0	1.0
b3371	2.0	4.0	3.0	2.0	2.0	2.0
b3374	3.0	5.0	6.0	5.0	4.0	3.0
b3375	33.0	46.0	42.0	21.0	41.0	37.0
b3376	3.0	4.0	5.0	5.0	3.0	3.0
b3377	3.0	3.0	3.0	4.0	3.0	2.0
b3378	3.0	3.0	4.0	4.0	4.0	5.0
b3379	3.0	2.0	3.0	2.0	2.0	3.0
b3380	2.0	2.0	2.0	2.0	2.0	1.0
b3381	1.0	1.0	0.0	1.0	1.0	1.0
b3382	4.0	11.0	10.0	3.0	5.0	3.0
b3383	6.0	16.0	15.0	4.0	6.0	6.0
b3384	139.0	221.0	188.0	124.0	243.0	207.0
b3385	39.0	72.0	64.0	37.0	87.0	68.0
b3386	63.0	110.0	92.0	68.0	134.0	97.0
b3387	50.0	97.0	86.0	57.0	111.0	85.0
b3388	130.0	279.0	264.0	177.0	279.0	233.0
b3389	145.0	286.0	242.0	164.0	287.0	268.0
b3390	297.0	509.0	413.0	264.0	508.0	408.0
b3391	4.0	3.0	4.0	4.0	4.0	4.0
b3392	2.0	2.0	1.0	2.0	2.0	1.0
b3393	2.0	2.0	2.0	2.0	2.0	1.0
b3394	1.0	1.0	2.0	2.0	1.0	2.0
b3395	6.0	7.0	7.0	11.0	7.0	6.0
b3396	14.0	27.0	20.0	13.0	31.0	28.0
b3397	62.0	92.0	73.0	57.0	72.0	38.0
b3399	45.0	64.0	69.0	67.0	59.0	49.0
b3400	33.0	44.0	47.0	51.0	37.0	27.0
b3401	49.0	84.0	83.0	62.0	71.0	43.0
b3402	13.0	20.0	19.0	12.0	11.0	11.0
b3403	692.0	1377.0	1166.0	48.0	94.0	92.0
b3404	13.0	45.0	32.0	15.0	21.0	11.0
b3405	117.0	180.0	179.0	90.0	129.0	97.0
b3406	39.0	48.0	51.0	35.0	50.0	41.0
b3407	16.0	37.0	31.0	14.0	38.0	31.0
b3408	3274.0	1503.0	1780.0	385.0	3312.0	4857.0
b3409	927.0	720.0	679.0	160.0	946.0	1211.0
b3410	511.0	314.0	278.0	98.0	324.0	498.0
b3412	10.0	17.0	14.0	11.0	17.0	13.0
b3414	258.0	482.0	502.0	411.0	340.0	133.0
b3415	10.0	20.0	19.0	23.0	13.0	19.0
b3416	34.0	33.0	26.0	31.0	27.0	25.0
b3417	36.0	30.0	25.0	32.0	33.0	33.0
b3418	130.0	263.0	199.0	27.0	86.0	61.0
b3421	5.0	8.0	7.0	6.0	6.0	3.0
b3422	3.0	4.0	4.0	2.0	4.0	2.0
b3423	14.0	33.0	26.0	9.0	29.0	18.0
b3424	27.0	56.0	42.0	20.0	55.0	30.0
b3425	17.0	34.0	27.0	21.0	32.0	23.0
b3426	13.0	11.0	11.0	10.0	7.0	5.0
b3427	39.0	33.0	32.0	43.0	24.0	38.0
b3428	191.0	379.0	345.0	196.0	216.0	271.0
b3429	113.0	256.0	238.0	118.0	136.0	127.0
b3430	165.0	317.0	308.0	154.0	191.0	201.0
b3431	103.0	144.0	143.0	113.0	103.0	103.0
b3432	138.0	186.0	190.0	227.0	178.0	183.0
b3433	529.0	607.0	638.0	748.0	900.0	1038.0
b3434	46.0	32.0	32.0	38.0	36.0	25.0
b3437	5.0	10.0	7.0	21.0	6.0	19.0
b3438	51.0	92.0	85.0	61.0	79.0	51.0
b3439	77.0	67.0	76.0	92.0	70.0	61.0
b3440	149.0	191.0	173.0	133.0	221.0	184.0
b3441	20.0	36.0	34.0	10.0	30.0	22.0
b3442	1.0	0.0	0.0	0.0	0.0	0.0
b3443	10.0	4.0	2.0	2.0	4.0	2.0
b3446	30.0	16.0	11.0	28.0	19.0	14.0
b3447	11.0	24.0	22.0	19.0	18.0	11.0
b3448	91.0	71.0	98.0	426.0	78.0	72.0
b3449	11.0	13.0	14.0	23.0	15.0	11.0
b3450	3.0	7.0	6.0	6.0	5.0	3.0
b3451	1.0	4.0	3.0	1.0	1.0	1.0
b3452	2.0	5.0	4.0	2.0	1.0	0.0
b3453	6.0	22.0	18.0	10.0	6.0	3.0
b3454	57.0	135.0	105.0	53.0	84.0	72.0
b3455	41.0	100.0	88.0	36.0	65.0	50.0
b3456	41.0	101.0	80.0	43.0	62.0	42.0
b3457	44.0	107.0	83.0	38.0	57.0	42.0
b3458	166.0	348.0	315.0	122.0	190.0	176.0
b3460	32.0	1060.0	909.0	122.0	627.0	449.0
b3461	697.0	525.0	481.0	419.0	406.0	389.0
b3462	58.0	96.0	90.0	63.0	96.0	67.0
b3463	36.0	52.0	58.0	46.0	73.0	45.0
b3464	71.0	93.0	81.0	61.0	119.0	95.0
b3465	21.0	45.0	41.0	28.0	45.0	37.0
b3466	9.0	16.0	14.0	12.0	14.0	12.0
b3467	20.0	27.0	31.0	27.0	30.0	26.0
b3468	42.0	66.0	61.0	64.0	68.0	45.0
b3469	19.0	11.0	8.0	7.0	3.0	2.0
b3470	284.0	79.0	74.0	116.0	83.0	186.0
b3471	33.0	30.0	14.0	11.0	30.0	28.0
b3472	166.0	258.0	214.0	168.0	227.0	173.0
b3473	10.0	20.0	18.0	19.0	26.0	15.0
b3474	16.0	25.0	32.0	53.0	20.0	12.0
b3475	27.0	46.0	46.0	39.0	53.0	36.0
b3476	30.0	39.0	33.0	2.0	2.0	2.0
b3477	8.0	23.0	15.0	1.0	1.0	1.0
b3478	4.0	13.0	10.0	1.0	0.0	0.0
b3479	7.0	19.0	13.0	1.0	2.0	1.0
b3480	7.0	15.0	12.0	1.0	2.0	2.0
b3481	14.0	38.0	34.0	11.0	21.0	14.0
b3482	1.0	0.0	0.0	1.0	0.0	0.0
b3483	3.0	4.0	2.0	4.0	2.0	4.0
b3484	3.0	2.0	2.0	2.0	1.0	2.0
b3485	20.0	29.0	27.0	13.0	16.0	8.0
b3486	14.0	24.0	26.0	7.0	12.0	6.0
b3487	54.0	67.0	74.0	26.0	38.0	23.0
b3488	3.0	3.0	4.0	5.0	3.0	2.0
b3491	9.0	68.0	129.0	88.0	210.0	85.0
b3492	13.0	28.0	20.0	9.0	20.0	18.0
b3493	77.0	125.0	91.0	46.0	160.0	153.0
b3494	131.0	218.0	326.0	499.0	204.0	93.0
b3495	3117.0	3623.0	3768.0	2312.0	2471.0	3007.0
b3496	22.0	19.0	22.0	30.0	21.0	13.0
b3497	8.0	20.0	20.0	18.0	18.0	11.0
b3498	44.0	101.0	107.0	95.0	73.0	43.0
b3499	32.0	74.0	60.0	39.0	83.0	53.0
b3500	64.0	90.0	84.0	73.0	110.0	88.0
b3501	9.0	8.0	8.0	8.0	8.0	8.0
b3502	3.0	3.0	4.0	2.0	4.0	2.0
b3503	7.0	8.0	9.0	6.0	6.0	6.0
b3504	4.0	2.0	2.0	2.0	2.0	2.0
b3506	306.0	878.0	1121.0	1116.0	1980.0	1314.0
b3507	30.0	81.0	97.0	57.0	170.0	63.0
b3508	21.0	242.0	283.0	55.0	537.0	173.0
b3509	1075.0	7262.0	9953.0	5644.0	16437.0	8963.0
b3510	1483.0	12255.0	17065.0	10788.0	33598.0	19936.0
b3511	144.0	1428.0	2034.0	1053.0	4776.0	2398.0
b3512	301.0	762.0	1258.0	1635.0	1487.0	862.0
b3513	11.0	104.0	127.0	36.0	157.0	64.0
b3514	13.0	51.0	62.0	52.0	136.0	60.0
b3515	277.0	307.0	335.0	605.0	509.0	251.0
b3516	494.0	335.0	359.0	566.0	688.0	493.0
b3517	12.0	138.0	239.0	106.0	546.0	306.0
b3519	23.0	23.0	28.0	157.0	37.0	23.0
b3520	20.0	14.0	15.0	21.0	15.0	14.0
b3521	3.0	7.0	5.0	3.0	5.0	5.0
b3522	15.0	42.0	47.0	30.0	29.0	14.0
b3523	50.0	101.0	84.0	76.0	100.0	74.0
b3524	12.0	25.0	32.0	38.0	16.0	8.0
b3526	19.0	37.0	32.0	10.0	30.0	24.0
b3527	44.0	66.0	60.0	39.0	60.0	51.0
b3528	52.0	89.0	66.0	12.0	15.0	8.0
b3530	7.0	11.0	13.0	12.0	11.0	7.0
b3531	2.0	2.0	2.0	2.0	2.0	2.0
b3532	2.0	3.0	3.0	3.0	4.0	3.0
b3533	2.0	3.0	3.0	3.0	3.0	3.0
b3534	10.0	10.0	10.0	11.0	6.0	5.0
b3535	154.0	118.0	130.0	135.0	98.0	95.0
b3536	144.0	149.0	149.0	99.0	120.0	117.0
b3537	9.0	14.0	14.0	12.0	11.0	13.0
b3538	26.0	46.0	42.0	29.0	34.0	29.0
b3539	20.0	28.0	18.0	9.0	23.0	19.0
b3540	21.0	32.0	20.0	9.0	24.0	15.0
b3541	15.0	34.0	18.0	8.0	25.0	12.0
b3542	10.0	33.0	19.0	7.0	16.0	7.0
b3543	26.0	91.0	54.0	9.0	33.0	18.0
b3544	558.0	1853.0	1429.0	335.0	668.0	500.0
b3545	10.0	8.0	8.0	4.0	9.0	7.0
b3546	72.0	74.0	59.0	24.0	30.0	24.0
b3547	120.0	9.0	9.0	268.0	18.0	11.0
b3548	46.0	73.0	84.0	55.0	42.0	31.0
b3549	69.0	87.0	84.0	89.0	77.0	69.0
b3550	22.0	24.0	23.0	25.0	23.0	22.0
b3551	18.0	32.0	30.0	31.0	34.0	26.0
b3552	5.0	7.0	5.0	5.0	9.0	8.0
b3553	62.0	127.0	108.0	94.0	168.0	166.0
b3554	334.0	446.0	404.0	236.0	331.0	373.0
b3555	144.0	283.0	384.0	1367.0	394.0	539.0
b3556	41053.0	71910.0	65612.0	25558.0	66947.0	82506.0
b3557	25.0	11.0	13.0	12.0	9.0	11.0
b3558	5.0	6.0	5.0	3.0	4.0	4.0
b3559	147.0	239.0	208.0	151.0	235.0	192.0
b3560	104.0	189.0	159.0	79.0	192.0	153.0
b3561	14.0	13.0	11.0	10.0	10.0	9.0
b3562	40.0	7.0	7.0	10.0	7.0	9.0
b3563	10.0	2.0	2.0	7.0	2.0	6.0
b3564	8.0	10.0	10.0	11.0	7.0	5.0
b3565	24.0	27.0	29.0	26.0	15.0	10.0
b3566	28.0	35.0	19.0	2.0	1.0	1.0
b3567	25.0	21.0	20.0	6.0	5.0	7.0
b3568	8.0	9.0	7.0	4.0	2.0	2.0
b3569	16.0	27.0	24.0	11.0	16.0	15.0
b3570	282.0	321.0	295.0	181.0	331.0	208.0
b3571	6.0	8.0	7.0	6.0	7.0	6.0
b3572	62.0	276.0	208.0	121.0	229.0	160.0
b3573	63.0	44.0	37.0	20.0	37.0	50.0
b3574	21.0	33.0	27.0	19.0	22.0	24.0
b3575	2.0	6.0	5.0	1.0	1.0	1.0
b3576	1.0	2.0	1.0	1.0	0.0	0.0
b3577	1.0	1.0	1.0	1.0	0.0	0.0
b3578	2.0	1.0	1.0	1.0	0.0	0.0
b3579	1.0	3.0	2.0	1.0	0.0	0.0
b3580	1.0	1.0	1.0	2.0	1.0	0.0
b3581	1.0	2.0	1.0	1.0	0.0	0.0
b3582	1.0	3.0	1.0	1.0	0.0	1.0
b3583	3.0	3.0	3.0	2.0	2.0	2.0
b3584	4.0	3.0	3.0	5.0	3.0	2.0
b3585	29.0	23.0	21.0	24.0	21.0	15.0
b3586	3.0	2.0	3.0	3.0	2.0	2.0
b3587	2.0	1.0	0.0	0.0	1.0	0.0
b3588	34.0	117.0	114.0	16.0	10.0	9.0
b3589	2.0	1.0	1.0	2.0	2.0	1.0
b3590	30.0	45.0	34.0	21.0	52.0	58.0
b3591	24.0	27.0	25.0	18.0	39.0	47.0
b3592	15.0	63.0	53.0	18.0	32.0	13.0
b3593	2.0	2.0	2.0	3.0	1.0	1.0
b3594	18.0	9.0	8.0	22.0	7.0	6.0
b3596	1.0	1.0	1.0	1.0	1.0	0.0
b3597	3.0	8.0	8.0	5.0	4.0	2.0
b3598	8.0	8.0	10.0	6.0	4.0	3.0
b3599	27.0	88.0	78.0	18.0	27.0	19.0
b3600	51.0	178.0	167.0	44.0	81.0	64.0
b3601	46.0	73.0	79.0	47.0	43.0	46.0
b3602	199.0	236.0	183.0	251.0	204.0	209.0
b3603	4.0	89.0	27.0	4.0	4.0	2.0
b3604	4.0	27.0	13.0	6.0	5.0	3.0
b3605	7.0	20.0	11.0	5.0	6.0	6.0
b3606	12.0	21.0	16.0	14.0	17.0	16.0
b3607	53.0	116.0	102.0	78.0	90.0	41.0
b3608	82.0	203.0	168.0	113.0	175.0	116.0
b3609	397.0	852.0	740.0	314.0	471.0	341.0
b3610	168.0	396.0	344.0	220.0	450.0	311.0
b3611	203.0	399.0	345.0	217.0	323.0	271.0
b3612	242.0	120.0	106.0	125.0	573.0	725.0
b3613	25.0	36.0	34.0	20.0	46.0	34.0
b3614	14.0	30.0	23.0	12.0	26.0	20.0
b3615	4.0	2.0	1.0	6.0	2.0	2.0
b3616	77.0	57.0	55.0	41.0	24.0	20.0
b3617	70.0	50.0	47.0	34.0	28.0	20.0
b3620	57.0	103.0	87.0	59.0	114.0	83.0
b3621	36.0	60.0	46.0	36.0	68.0	47.0
b3622	63.0	60.0	48.0	101.0	72.0	59.0
b3623	69.0	59.0	45.0	102.0	61.0	34.0
b3624	66.0	52.0	45.0	78.0	49.0	31.0
b3625	88.0	72.0	60.0	85.0	62.0	49.0
b3627	129.0	76.0	65.0	104.0	84.0	71.0
b3628	136.0	73.0	67.0	98.0	89.0	71.0
b3629	116.0	38.0	26.0	100.0	58.0	46.0
b3630	89.0	75.0	55.0	101.0	83.0	79.0
b3631	124.0	123.0	101.0	149.0	128.0	108.0
b3632	155.0	161.0	144.0	172.0	167.0	130.0
b3633	17.0	30.0	21.0	10.0	24.0	15.0
b3634	8.0	18.0	14.0	11.0	15.0	11.0
b3635	16.0	14.0	11.0	18.0	14.0	10.0
b3636	495.0	652.0	495.0	350.0	657.0	667.0
b3637	2463.0	4749.0	3295.0	1770.0	6877.0	6299.0
b3638	77.0	105.0	87.0	65.0	111.0	82.0
b3639	25.0	48.0	40.0	23.0	47.0	37.0
b3640	36.0	103.0	80.0	24.0	79.0	51.0
b3641	38.0	64.0	48.0	24.0	47.0	38.0
b3642	3.0	4.0	6.0	3.0	4.0	3.0
b3643	16.0	49.0	28.0	8.0	46.0	33.0
b3644	126.0	187.0	153.0	105.0	182.0	169.0
b3645	50.0	35.0	27.0	19.0	15.0	16.0
b3646	4.0	5.0	3.0	5.0	3.0	4.0
b3647	5.0	5.0	5.0	5.0	4.0	3.0
b3648	328.0	322.0	299.0	228.0	367.0	318.0
b3649	245.0	425.0	381.0	248.0	453.0	363.0
b3650	53.0	121.0	92.0	57.0	136.0	86.0
b3651	13.0	34.0	25.0	18.0	47.0	31.0
b3652	9.0	14.0	12.0	14.0	28.0	20.0
b3653	45.0	49.0	53.0	51.0	56.0	46.0
b3654	18.0	131.0	59.0	21.0	138.0	63.0
b3655	28.0	50.0	50.0	23.0	38.0	29.0
b3656	4.0	7.0	8.0	6.0	6.0	5.0
b3657	4.0	3.0	3.0	3.0	2.0	2.0
b3658	5.0	4.0	5.0	4.0	4.0	5.0
b3659	2.0	2.0	1.0	1.0	1.0	1.0
b3660	46.0	49.0	42.0	23.0	46.0	39.0
b3661	244.0	275.0	244.0	98.0	231.0	181.0
b3662	9.0	9.0	8.0	12.0	12.0	7.0
b3663	22.0	33.0	30.0	22.0	27.0	16.0
b3664	3.0	2.0	3.0	3.0	1.0	1.0
b3665	13.0	15.0	12.0	4.0	7.0	6.0
b3666	4.0	5.0	5.0	5.0	2.0	2.0
b3667	2.0	4.0	3.0	3.0	4.0	3.0
b3668	4.0	9.0	7.0	5.0	8.0	7.0
b3669	17.0	41.0	38.0	35.0	39.0	51.0
b3670	12.0	39.0	41.0	13.0	17.0	45.0
b3671	17.0	58.0	50.0	14.0	26.0	50.0
b3672	157.0	813.0	1092.0	143.0	277.0	435.0
b3673	2.0	2.0	3.0	1.0	1.0	1.0
b3674	26.0	38.0	53.0	6.0	8.0	8.0
b3675	3.0	10.0	8.0	8.0	11.0	5.0
b3676	22.0	31.0	39.0	36.0	28.0	22.0
b3677	20.0	20.0	19.0	30.0	22.0	18.0
b3678	3.0	4.0	3.0	4.0	3.0	3.0
b3679	2.0	1.0	1.0	1.0	1.0	1.0
b3680	7.0	4.0	5.0	8.0	3.0	4.0
b3681	4.0	3.0	4.0	4.0	4.0	3.0
b3683	2.0	2.0	2.0	2.0	1.0	1.0
b3684	3.0	2.0	2.0	2.0	2.0	1.0
b3685	24.0	31.0	31.0	11.0	16.0	11.0
b3686	289.0	19.0	28.0	90.0	24.0	19.0
b3687	531.0	85.0	117.0	323.0	123.0	94.0
b3688	193.0	369.0	396.0	273.0	244.0	188.0
b3689	21.0	40.0	37.0	28.0	32.0	23.0
b3690	1.0	3.0	3.0	2.0	2.0	1.0
b3691	2.0	5.0	5.0	3.0	2.0	1.0
b3693	4.0	10.0	10.0	5.0	3.0	4.0
b3696	23.0	17.0	17.0	17.0	16.0	17.0
b3697	99.0	129.0	122.0	118.0	170.0	160.0
b3698	9.0	13.0	17.0	10.0	17.0	12.0
b3699	104.0	137.0	117.0	121.0	166.0	137.0
b3700	13.0	24.0	20.0	14.0	27.0	18.0
b3701	58.0	132.0	110.0	66.0	96.0	69.0
b3702	120.0	202.0	180.0	122.0	184.0	103.0
b3703	538.0	876.0	688.0	548.0	1069.0	1098.0
b3704	93.0	214.0	142.0	51.0	284.0	223.0
b3705	115.0	312.0	196.0	84.0	308.0	225.0
b3706	23.0	44.0	35.0	23.0	39.0	29.0
b3707	253.0	117.0	59.0	1.0	0.0	1.0
b3708	250.0	282.0	101.0	2.0	1.0	1.0
b3709	33.0	37.0	15.0	2.0	1.0	2.0
b3710	3.0	4.0	3.0	2.0	3.0	2.0
b3711	17.0	19.0	16.0	16.0	20.0	16.0
b3712	118.0	49.0	47.0	57.0	68.0	70.0
b3714	82.0	100.0	68.0	51.0	127.0	91.0
b3715	47.0	47.0	44.0	34.0	49.0	44.0
b3716	31.0	32.0	30.0	24.0	25.0	27.0
b3717	35.0	29.0	32.0	32.0	20.0	23.0
b3718	7.0	7.0	7.0	7.0	6.0	5.0
b3719	3.0	3.0	2.0	1.0	2.0	2.0
b3720	4.0	1.0	1.0	1.0	1.0	1.0
b3721	2.0	1.0	1.0	2.0	1.0	1.0
b3722	12.0	12.0	11.0	6.0	13.0	11.0
b3723	2.0	2.0	1.0	0.0	1.0	0.0
b3724	38.0	56.0	50.0	21.0	35.0	30.0
b3725	39.0	49.0	43.0	33.0	36.0	34.0
b3726	10.0	13.0	14.0	10.0	13.0	10.0
b3727	9.0	15.0	15.0	7.0	9.0	9.0
b3728	32.0	33.0	28.0	15.0	16.0	23.0
b3729	101.0	203.0	153.0	92.0	158.0	135.0
b3730	117.0	268.0	187.0	113.0	204.0	156.0
b3731	326.0	485.0	468.0	183.0	567.0	564.0
b3732	234.0	419.0	338.0	99.0	472.0	422.0
b3733	178.0	305.0	242.0	75.0	406.0	422.0
b3734	443.0	700.0	529.0	193.0	796.0	821.0
b3735	240.0	360.0	254.0	110.0	388.0	384.0
b3736	579.0	944.0	719.0	314.0	972.0	1152.0
b3737	515.0	1197.0	836.0	302.0	966.0	1034.0
b3738	284.0	825.0	560.0	162.0	568.0	542.0
b3739	135.0	319.0	214.0	55.0	219.0	169.0
b3740	78.0	96.0	85.0	74.0	88.0	75.0
b3741	43.0	102.0	71.0	46.0	71.0	58.0
b3742	200.0	220.0	182.0	306.0	232.0	221.0
b3743	88.0	29.0	27.0	37.0	22.0	25.0
b3744	349.0	73.0	36.0	233.0	40.0	99.0
b3745	38.0	46.0	42.0	17.0	37.0	49.0
b3746	72.0	53.0	55.0	25.0	61.0	100.0
b3747	19.0	31.0	25.0	19.0	27.0	25.0
b3748	518.0	848.0	835.0	116.0	135.0	137.0
b3749	22.0	70.0	61.0	7.0	16.0	7.0
b3750	25.0	67.0	50.0	13.0	21.0	12.0
b3751	4275.0	1249.0	1260.0	783.0	303.0	325.0
b3752	90.0	180.0	145.0	47.0	72.0	65.0
b3753	15.0	31.0	21.0	8.0	10.0	9.0
b3754	17.0	17.0	14.0	14.0	13.0	14.0
b3755	230.0	143.0	132.0	162.0	185.0	254.0
b3756	36.0	1.0	2.0	115.0	0.0	4.0
b3758	31.0	3.0	2.0	63.0	1.0	8.0
b3760	0.0	10.0	9.0	2.0	17.0	28.0
b3765	8.0	7.0	6.0	8.0	6.0	8.0
b3766	478.0	798.0	1047.0	381.0	818.0	1200.0
b3769	48.0	14.0	12.0	5.0	41.0	33.0
b3770	414.0	213.0	143.0	94.0	231.0	186.0
b3771	146.0	70.0	66.0	42.0	91.0	77.0
b3772	81.0	45.0	45.0	25.0	45.0	35.0
b3773	9.0	11.0	11.0	14.0	13.0	9.0
b3774	106.0	496.0	485.0	35.0	310.0	226.0
b3775	99.0	119.0	117.0	79.0	137.0	115.0
b3777	63.0	37.0	44.0	61.0	53.0	83.0
b3778	16.0	32.0	27.0	17.0	26.0	22.0
b3779	69.0	150.0	129.0	78.0	141.0	105.0
b3780	245.0	450.0	385.0	251.0	435.0	344.0
b3781	993.0	1286.0	1179.0	1336.0	1298.0	1090.0
b3783	1277.0	1480.0	1180.0	714.0	1231.0	883.0
b3785	40.0	61.0	48.0	29.0	57.0	41.0
b3786	24.0	30.0	22.0	22.0	48.0	38.0
b3787	26.0	30.0	21.0	26.0	56.0	47.0
b3788	21.0	20.0	13.0	21.0	41.0	34.0
b3789	19.0	12.0	12.0	17.0	30.0	20.0
b3791	17.0	19.0	20.0	17.0	34.0	26.0
b3792	9.0	11.0	11.0	12.0	14.0	11.0
b3793	6.0	10.0	9.0	6.0	13.0	8.0
b3795	17.0	31.0	33.0	33.0	28.0	14.0
b3796	66.0	94.0	82.0	62.0	218.0	171.0
b3797	16.0	32.0	24.0	16.0	55.0	68.0
b3798	30.0	42.0	46.0	18.0	84.0	50.0
b3799	1.0	0.0	2.0	2.0	5.0	3.0
b3800	4.0	6.0	7.0	2.0	2.0	2.0
b3801	6.0	8.0	8.0	7.0	6.0	4.0
b3802	66.0	128.0	113.0	68.0	98.0	68.0
b3803	60.0	125.0	111.0	60.0	91.0	60.0
b3804	34.0	55.0	54.0	45.0	55.0	39.0
b3805	86.0	145.0	157.0	112.0	137.0	98.0
b3806	196.0	262.0	244.0	252.0	392.0	302.0
b3807	27.0	65.0	58.0	23.0	43.0	50.0
b3809	62.0	89.0	85.0	76.0	106.0	77.0
b3810	24.0	49.0	46.0	33.0	60.0	45.0
b3811	25.0	44.0	35.0	45.0	62.0	51.0
b3812	18.0	26.0	20.0	31.0	37.0	34.0
b3813	38.0	56.0	53.0	49.0	61.0	51.0
b3816	67.0	61.0	53.0	40.0	57.0	49.0
b3817	14.0	6.0	4.0	5.0	4.0	5.0
b3818	4.0	1.0	2.0	1.0	3.0	3.0
b3819	12.0	17.0	12.0	7.0	12.0	9.0
b3820	21.0	15.0	12.0	26.0	16.0	9.0
